kd_diff,sig_strike_diff,total_strikes_diff,td_diff,ctrl_time_diff,height_diff,reach_diff,age_diff,winrate_diff,winner
0,15.6,3.8,0,-26.6,-6,-3,-2,0.120535714,1
0,1.9,5.7,-1.2,34.45,1,2,6,0.083333333,0
0,13,17,-0.5,35,0,-2,10,0.054621849,0
0,-4,12,0.666666667,1,-1,2,4,0.094155844,1
0.666666667,3,1,0,64.33333333,-1,-3,5,-0.013157895,1
0,-16,2.75,-3,-121.75,-3,-9,3,0.069444444,0
0,-9,-18,0,-11,-4,1,1,0.102564103,1
-1,24.8,54.4,4.6,344.4,0,0,-2,0.252941176,1
0.2,11.2,17.2,0,59.6,0,-2,0,-0.034482759,1
0.4,-13,-17,0,-82,1,-1,-4,0.046583851,1
0,-31.5,-42.66666667,-3,-163.8333333,-1,-1,6,-0.011842105,0
0,36,150.5,1,478.5,1,2,-16,0.115384615,1
0.266666667,-16.06666667,-15.86666667,-0.133333333,-75.53333333,-3,-1,0,-0.183574879,1
-0.2,-22.4,-24,0.2,4.6,5,3,9,-0.163888889,0
0.2,17.65,43,0.6,156.35,-6,-5,-3,0.018761726,0
0.333333333,20.16666667,13,3.333333333,37.33333333,2,3,-6,-0.074074074,0
0,-24.4,-37.5,0.8,44.8,-2,-5,1,0.084947839,1
0,0,0,0,0,0,0,-3,-0.175,1
0,29.8,15.4,-1.6,-109.4,1,-5,-2,0.005471125,1
-0.2,27.2,70,1.8,112.8,3,6,-3,-0.004658385,1
0,1.6,37.8,0,53.4,1,3,0,0.040106952,1
0,21.53333333,7.933333333,0.533333333,-31.46666667,1,1,-8,0.007949126,0
-0.666666667,31.66666667,45.33333333,2.333333333,176.3333333,-2,0,-4,-0.0625,1
0,-59,-66,-1,-16,0,-1,-8,0.075630252,0
0,24.2,23.8,-0.2,71,-2,-3,5,-0.089285714,0
-0.2,-1.8,-5.4,-0.4,-24.6,-1,-5,9,0.002304147,0
0.6,-9.9,-20.8,0,-6,-2,-2,7,-0.044207317,0
-0.333333333,-7.333333333,9.333333333,-0.666666667,1.166666667,0,-1,4,0.083333333,1
-0.25,-37.75,-72,-1.5,-215.5,1,-2,-1,-0.1125,1
0,0,0,0,0,2,2,-3,0,1
0,20.4,29.8,0.4,15,-1,-4,4,0.185714286,1
0.8,24.6,14.8,-0.8,-222.2,0,1,3,-0.198484848,0
-0.1,-4.4,20.4,2.2,250.65,-1,2,2,0.071691176,1
0,8.2,50.6,0.4,362.6,-1,-2,-1,0.027777778,1
0,8,25.5,1,178.5,-2,-3,8,-0.137218045,0
0,-29,-35,2.666666667,328.3333333,-1,-3,-3,-0.027777778,1
0.4,-5.4,-18.4,-0.2,17.2,1,1,3,0.020689655,1
-0.2,-13.8,-6,0,-29,1,2,-4,-0.005197505,1
-1,21.9,60.8,2.4,296,-3,-7,-1,0.072124756,1
-1,3.5,17.5,-1,63,1,-3,9,-0.055882353,1
0,-17.5,-26,0.5,38.5,-4,-3,0,-0.0125,0
0,15.5,19,0.5,357,1,1,-4,0.051470588,1
0,-31,-50,-1,-60,0,0,-4,-0.068421053,0
0.2,-59.66666667,-57.66666667,1.266666667,-45.2,2,2,-4,0.210084034,1
0.4,-6,-5,0.4,48.8,-1,1,-5,-0.038433112,1
0,0,0,0,0,6,8,-9,-0.039473684,1
0,0,0,0,0,2,-4,2,-0.141414141,1
-0.2,9.6,7.4,0,-63.4,8,7,-12,-0.055335968,1
0.4,9,-11.6,-1.4,-124,0,1,-2,-0.201911589,1
0,8.5,36.5,5,422,1,0,-6,0.068322981,1
0,-20.2,-16,1.4,348.8,-2,-8,10,0.044035674,1
0.333333333,-21.13333333,-41.13333333,-3.6,-295,-1,-2,0,0.043343653,0
0.5,-17,-48.16666667,-2.5,-113.5,-2,-2,-10,-0.029644269,1
0.4,-6.066666667,-4.266666667,-0.6,-122.2,2,2,3,0.093567251,1
-0.6,-29.1,6,-0.8,-57.7,-1,0,7,0.058823529,1
0.8,3.4,7.6,-1,-58.6,0,-1,-3,0.111111111,0
0.2,50.8,55.2,0.2,91,0,-3,1,-0.008088979,1
0,-33.6,-16.6,1.2,205.5333333,0,-1,0,0.08974359,1
-0.1,-8.8,-19.3,-0.5,-100.3,0,5,-2,-0.107551487,1
-0.2,-31.6,-39.2,0.8,43.6,3,1,-6,-0.077922078,1
0,36.8,25.4,-0.6,-175.8,3,2,-2,-0.076612903,0
-0.2,-12.2,-16.6,-1.2,-174.2,-1,0,-4,0.037037037,1
0.2,18,41.2,1.2,205.6,-4,-3,-1,0.121428571,0
0.6,17,-21.6,-2.2,-229.2,-1,1,0,-0.1,0
0.4,-32,-35.8,1.8,-41.8,-6,-1,1,-0.113899614,0
0.4,-19.2,-18.2,1,69,0,5,-2,-0.2,0
0,18.33333333,35.66666667,0.666666667,-255.6666667,5,8,0,-0.125,0
0,-23,-31.33333333,0.666666667,150,2,1,4,0.172554348,1
-0.2,40.4,27.8,-1.8,-284.2,0,-3,2,0.012474012,1
0.6,-44,-49.6,-0.6,-72.8,-2,-1,-3,-0.111111111,0
1,-37.33333333,-50.33333333,-1.666666667,-302,1,0,-8,-0.032212885,1
0,20,21,0,117,-1,-2,2,0.18,1
0.5,-7.5,-48.5,-1.5,-44,2,1,-2,-0.014285714,1
0,-15,-27.66666667,-1.666666667,58,0,0,-1,-0.045955882,1
0.333333333,-11.6,-9.2,2,351.3333333,4,3,-6,0.338624339,1
0,-29.5,-78,-1.25,-319.25,-5,4,5,-0.079487179,1
0,7,-9,-1,-56,-2,-2,0,-0.031620553,1
0,18.5,22.5,2.5,266,-1,0,3,0.14619883,1
0.4,-0.4,-15.2,-0.6,-46.8,0,3,4,-0.321428571,0
0.333333333,-8.333333333,0.666666667,0,58,-3,-6,-3,0.078703704,1
-0.55,-8.15,-0.5,0.2,2.15,0,1,6,-0.129310345,1
0.133333333,13.93333333,6.066666667,1.066666667,144.6666667,-1,-5,6,0.006974717,0
0,-1.5,0.5,0,-5,2,1,-4,0.152406417,1
0.2,5.6,-7.8,-1,-52,0,-1,-1,-0.044444444,0
-0.5,22.5,-6.75,3.25,145,-1,6,-4,0.049450549,1
-0.166666667,32.16666667,38.16666667,0,13.66666667,-4,-3,8,0.016025641,1
0.2,6,-6.6,0.2,-108.6,-1,-4,-5,-0.004076087,1
0.2,46.4,-48.8,0.2,9.8,-6,-5,-3,0.205574913,1
0,-20.4,-45.4,0.4,-185,-1,0,-2,0.015789474,1
0,-23.66666667,51.66666667,-0.333333333,229.6666667,0,1,11,-0.070261438,0
0.5,-14.3,0,-2.2,-55,-3,-1,1,-0.013392857,1
0.4,-10.2,5.4,-0.6,32.8,1,2,-1,-0.085470085,0
-0.6,-34.2,-39.8,0,-97.2,-3,-4,-2,0.02006689,0
0,0,0,0,0,2,7,-5,0.173333333,1
0,0,0,0,0,-1,-4,0,0.342857143,1
0.2,51.2,63.2,0.2,19.8,-2,-4,1,0.054029304,1
0,-3,-21,-1,-56,-2,3,3,-0.030645161,0
-0.133333333,32.26666667,23.33333333,1.666666667,118.7333333,-3,0,3,-0.066666667,1
0.6,3.5,1.8,-0.1,-68.5,2,6,-1,-0.004524887,1
0,25.5,70.66666667,3,316.1666667,-1,-2,-7,-0.18993135,0
0.4,-10.6,6,0.8,52.2,-2,-1,0,0.036363636,0
0,7.666666667,19.33333333,0,90.33333333,-1,-6,8,0.06547619,1
-1,-4,-6.5,0.5,3.5,-2,-5,0,0.090643275,0
0,2.6,0,1.2,22.6,-3,-8,3,-0.00310559,0
0.2,40.8,48.4,-0.8,22.6,-1,-2,7,-0.173913043,1
0.4,4.4,14.4,1.8,32.4,-3,-5,0,0.070512821,0
-1,2.266666667,3.666666667,0.2,131.3333333,-3,-2,-3,0.0725,1
0,-33.7,-8.2,2.2,226.8,-1,-2,13,-0.173789174,0
-0.4,8.8,11,0,-24,-2,0,3,-0.082222222,1
-0.466666667,-8.4,9.2,-3.066666667,-73.93333333,4,5,8,0,0
-0.2,-0.4,-32.3,1.4,37.5,6,3,-4,0.160875161,0
1,17,-2,1,-5,0,-4,-11,0,1
0,-12.66666667,-7.666666667,0.333333333,-143.6666667,-5,-4,12,-0.102122016,0
0.333333333,6.666666667,14.66666667,0,-51.33333333,-2,-4,5,-0.059210526,0
-0.4,-15.2,-26.2,-1.8,-68,1,1,-1,0.027777778,0
0.466666667,-1.666666667,-5,0.333333333,-3.2,1,1,0,0.025,0
-0.333333333,-6.833333333,-23.83333333,1.333333333,52.33333333,2,3,-7,0.020833333,1
0.5,-22.25,-39.75,-1,-38.75,3,4,-3,-0.19047619,1
0,3,8.5,-3.75,12.75,0,1,5,-0.089249493,1
0,-24,-41.5,0.5,80,-1,7,-4,-0.130718954,1
0,-13.75,-17.5,0.75,102,-1,3,2,-0.016483516,1
0,0,0,0,0,5,-1,-5,-0.107142857,0
0.5,0,-18.5,1.5,201,1,-2,4,0.018255578,0
0.333333333,6.666666667,-41.66666667,-4,-367,1,-2,-4,0.15320911,1
0,29.1,72.8,-0.4,93.8,-1,1,-1,-0.089486859,0
0,-11.5,-3.75,0.5,264.25,1,6,-4,-0.041666667,1
1,-2.5,-1,0,98.5,-2,-5,6,-0.075657895,1
1,-35,-55,-1,-97,0,2,-2,0.042735043,1
-0.25,-1.75,3,0.25,17.5,-2,-1,-5,0.028708134,1
0,18,10,0,121,2,-1,6,-0.069565217,0
0,-12.5,-37.5,-2,-82,4,0,-5,-0.06043956,0
0,5,47,0,74,5,6,0,0.177777778,1
0,14,24.75,1.25,90,1,0,1,-0.027777778,0
0,73.5,79.5,1.5,86.5,-4,2,-3,0.062222222,1
0.2,-1.8,35.4,2.2,308.2,-3,0,-5,0.096256684,0
0,7.333333333,7,1,77.66666667,0,4,2,-0.095238095,0
0,15.4,17.4,-0.4,-72.8,-3,-3,-12,0.029271207,1
0,4.5,8,-1.5,40.5,2,2,-6,0.141414141,1
0,-11,-42,1,-224,-2,-4,-4,0.122762148,1
0.5,29.2,38.9,2.2,79.7,-2,-2,-2,0.018939394,1
0.4,8.35,42.15,0.4,26.55,1,1,2,0.048837209,1
0,24,28,-1,-10,-2,-6,-8,0.147321429,0
-0.5,11,13.5,0,-54,-1,-2,8,0.026785714,0
0,-8.333333333,-12.33333333,-2.666666667,-93.33333333,0,-2,3,0.023809524,0
-0.5,-42,-35.5,-2,-105.5,-3,-2,5,-0.027777778,1
0.4,6.2,20.2,0.4,72.6,1,0,-11,-0.063204005,0
0.2,11,13.4,0.4,49.2,1,-4,-3,0.029966704,1
0.8,17,21.6,0.4,96,-1,-3,-2,0.097826087,1
0,14.4,41.6,0.6,97.6,-1,1,7,-0.011904762,0
0,58,58,-1,-26,-2,-4,-1,0.053333333,0
0.4,-9.4,-18.8,0.8,-111,-2,-3,7,0.027777778,1
0.4,-6.3,1.9,0.1,-41.85,-3,-4,1,-0.003613369,1
-0.333333333,9.6,27,-0.8,150,0,0,7,-0.038647343,0
0,12.5,47.5,2,212,0,-1,3,0.175,1
0.2,7.2,2.6,-0.4,-38.8,0,2,-2,0.044642857,1
2,18,21,-2,-110,-4,-9,4,0.268115942,0
0,5,1,3,72,0,0,2,-0.107142857,1
0,15,64.8,-0.6,-16.4,5,5,-1,0.090389016,1
0.2,17.8,58.4,2.6,206.6,-2,-6,5,-0.051671733,0
0.25,1.75,3.5,0,-198.75,-1,-6,6,-0.056149733,0
-0.6,-0.5,19.5,2.1,-60,0,2,1,-0.060897436,1
0.2,-19.6,-14,0,-13.2,-2,0,8,-0.036346692,1
0,-32,-51,-1,-60,-2,-5,9,-0.039018952,0
0.2,-2.6,-0.4,0.6,-116.4,-4,2,4,-0.075268817,0
0,-13.75,-34.35,-2.85,-142.15,1,2,0,0.044965787,1
0,0,0,0,0,0,-1,-2,-0.085714286,0
0.6,-2.5,-85,-2,-547.4,4,2,3,0.098930481,0
0,-20.5,-7.5,0,325,-1,-4,7,-0.057142857,1
0,-30,-42,-1,-60,-4,-4,9,-0.115789474,0
0.4,-31.2,-53.8,-1,-230.2,3,6,-5,-0.094285714,0
-0.2,23.6,32.6,2.6,190.6,2,4,-7,0.016666667,1
0,-13.6,-10.4,0.4,65.2,5,5,2,0.012578616,1
0,9.2,-4.2,0,-55.8,3,2,-3,0.133793103,0
0.6,8.2,-9.4,0.4,-57.6,-2,-1,0,0.047008547,1
1.2,18.5,-1.5,-3.7,-281.7,-1,2,-1,-0.067226891,1
0.4,-24.8,21,-0.2,164.8,4,4,-1,0.20979021,1
0,-3.2,-4.8,-1.2,-139.2,0,2,-2,-0.079310345,0
0.2,3,-44.5,-2.7,-319.6,1,2,13,-0.114190687,0
0,0,0,0,0,0,1,-8,0.147335423,1
0,14.58333333,7.083333333,3.333333333,234.25,3,2,-8,0,1
-0.2,52,82,1.2,168,0,1,-2,-0.084398977,1
0,13.6,20,0,-7,3,3,-6,0.152777778,1
-0.4,-40.6,-31,0.6,91.2,-6,-6,10,-0.064705882,1
0.8,7.2,-36.3,-2.55,-208.15,0,-3,2,-0.023913043,0
-3,-63,-64.33333333,-1,-241.3333333,0,3,-3,-0.113360324,1
0,11.5,40,1,304,0,0,3,-0.215686275,0
1,-14.75,-43,-0.75,-146.75,-2,-2,1,-0.023809524,0
0,-10,42.33333333,-2,202,0,-4,-6,0.079861111,0
0,24.66666667,27.83333333,0,-67.5,-2,-4,1,0.024725275,1
0,18,-45,-2.5,-526,-3,-3,5,-0.244444444,1
-0.5,25,26,0.5,5,-2,2,-3,0.051282051,0
0,-2,-76,0,-219,1,5,3,0.238095238,0
-0.6,18.6,8.2,0,-60.4,6,8,-8,0.318518519,1
-0.8,-13,-8,0,70,1,1,3,-0.113636364,0
-0.466666667,-52.73333333,-85,0.6,-144,2,1,11,-0.053846154,0
-0.333333333,4,42.5,2.5,323.5,-4,-3,-7,0.011111111,0
0,-29.7,-30.3,2.4,138.2,-1,-2,7,0.094941095,0
0.2,-18.2,-31.6,0,28.4,3,7,9,-0.130681818,1
-0.333333333,12.33333333,12.33333333,0.5,14.66666667,-2,-5,9,0.117647059,0
0,65,83,-2,-104,2,-5,-7,-0.11025641,1
0.25,-22.41666667,-34.33333333,1.166666667,-84.91666667,0,-2,10,0.072941176,0
0,-16,-50,-4,-147,-1,-2,13,0.055555556,1
0,-6.333333333,-42.33333333,0.666666667,-123,4,4,10,-0.166666667,0
0,18.33333333,8,3.333333333,156.6666667,0,0,2,-0.023809524,0
-0.3,29.7,36.6,2.6,142.55,-1,3,4,0.025,1
0,-38.6,-52.8,0.2,-23,0,-2,2,0.078631453,1
-0.2,16,7,-1.6,-146.6,-1,-1,4,0.115384615,1
0.2,18,1.6,-1,-56,-4,-3,2,-0.033333333,1
0.2,-82.2,-65.6,1.2,236,0,-2,12,-0.169653524,0
0,33,59,-0.4,125.4,-1,5,2,-0.044840887,1
0,-107.25,-95.5,0.25,106.25,1,2,1,-0.161931818,1
-1,-10,-42.5,2,92.5,-2,-1,3,0.164705882,1
0,-21,-51,-1.5,-204.5,0,1,-1,-0.098214286,1
-0.5,20,61.25,3,349.5,3,4,-5,0.015151515,1
0,-100,-98,0,1,0,1,6,-0.404761905,0
0,39,24,0,-48,2,-1,2,-0.249011858,1
-0.1,15.5,16.65,0.2,15.45,-2,-3,6,0.022727273,0
0.25,-27.2,-24.45,1.75,277.15,-1,-3,7,0.073573574,1
-0.2,-21,-15.2,0.4,-14.8,-3,1,8,-0.08961039,0
0,-53,-119,-2,-158,0,0,10,-0.032051282,0
-0.2,11.2,9.8,-0.4,-59.4,-2,-1,6,-0.1,0
0.2,-32.95,-59.9,-3.25,-310.1,1,4,-3,0.011764706,1
-0.25,-14.75,-3,3.5,152.5,0,3,-4,0.188455008,0
0.2,5,-32.8,-2.5,-336.8,0,-2,6,-0.177083333,0
-0.4,8.2,27.6,0.5,153,-2,-2,3,0.048333333,0
0.2,-20,-47.8,-1.8,-150,-2,-7,0,-0.119047619,1
0.5,14,46,1,205.5,2,4,4,-0.020833333,0
0.2,-18.8,-49,0.2,-109.6,0,3,-5,-0.153726708,0
0.25,20,20.75,0.75,66,-1,1,3,0.014130435,1
0,8,47,-2,-202,-1,2,-5,0.030769231,1
0,69,88,1,278,-1,-2,6,0.032941176,0
0,5,12.4,0.8,27.4,1,1,10,-0.197478992,0
0,0,0,0,0,-1,3,-4,0.065789474,1
0,-17.66666667,-32.66666667,0.666666667,48.66666667,1,-1,5,0.004347826,1
0,24.75,24.25,0.25,-95.5,-4,-1,-9,-0.03125,0
0.5,6.833333333,19,-0.666666667,9.833333333,-5,-2,-2,0.078703704,0
0,0,0,0,0,3,6,-1,0.066666667,0
0,-37,-56,-1,-60,0,-1,1,-0.036931818,0
0,0,0,0,0,-3,4,-5,0.24,1
0.4,1,-14.4,1.2,-52.6,-2,-5,-3,0.068322981,1
-0.8,1.2,26.6,0.8,139,1,4,3,0.006410256,0
0.2,-1,-4.8,0.65,86.3,3,2,-2,0.043269231,1
0,22,18,0,113,3,0,0,0.037151703,1
-0.2,0.8,0.2,0.6,129.6,-1,-1,5,-0.058974359,1
0.466666667,24.53333333,28.26666667,0.466666667,122.8,0,-2,-4,0.019230769,1
0,-19.25,-124,2.25,217,1,-1,-1,-0.045652174,1
0.2,-8.2,-4.4,0.3,-5.3,-6,-4,5,-0.055882353,0
0,0,0,0,0,0,-1,4,-0.035714286,0
0,-18,-22,0,0,3,6,4,-0.181818182,1
-0.05,-36.8,-16.7,-1.35,8.7,0,-2,6,-0.105580694,1
0.2,-1.4,-8.4,-1,-99.2,2,1,-7,0.071428571,1
0,10.33333333,28.66666667,0,-59.33333333,0,2,9,-0.019130435,1
0,7.333333333,6,0.333333333,33.66666667,1,0,-8,0.244505495,1
0,-14.5,-22,0.5,160,-1,-5,2,0.062618596,1
0.2,-35.8,-29.13333333,-2.8,-139,-4,-1,3,0.008534851,1
-0.3,5.2,15.2,-0.9,75.7,-1,-1,5,0.080286169,1
0,39.83333333,34,-1.333333333,-191,4,8,-3,0,1
0,-11.66666667,-11,1.666666667,50,1,2,3,0.118067979,0
0,22,33.5,0,-3,2,1,-3,-0.004524887,1
0,19,56,0,0,-2,-2,10,0.193181818,0
0,0,0,0,0,1,4,-3,0.233333333,0
-0.2,-20.6,-25.8,0,-80.8,2,2,-3,0.052821128,0
-0.5,0,56,5,265,-5,-2,0,-0.047619048,0
-0.2,22.4,41.4,2.6,256.4,-3,-6,-2,0.114529915,1
0,-22,-41.6,-0.2,-215.2,-4,-7,4,-0.101010101,0
-1,-27.4,-14.2,0.6,31.4,-1,0,6,-0.047272727,0
0.6,-22.6,-27.2,-0.4,-100,-1,-1,0,-0.069444444,1
-0.5,32.5,68,3,208,-2,6,-5,0.114832536,1
0.55,11.8,8.65,0.95,-89.15,-2,0,4,-0.123809524,0
0,12.25,71.75,1.25,435.5,1,6,-4,0.027777778,1
0,47.5,50.5,0.75,-81.75,1,1,-4,0.22705314,0
0,-3.5,40.5,-0.5,33,1,-4,2,-0.130325815,0
0,-19.5,-30.5,0,-116,-2,-2,-10,0.166666667,0
0.25,-18.75,-47.5,0,-209.25,1,-2,-5,0.142857143,1
0,15.66666667,4,0.333333333,87.33333333,-1,-2,-7,-0.066433566,0
0.2,-0.6,-7.2,0.2,-90.8,-1,-2,-8,0.066770186,1
-0.5,-13,-63.5,-2.5,-384,0,0,7,0.06547619,1
0.2,-3.8,-7.4,-2.2,-189.8,1,5,-1,0.000575043,1
0,6.2,-10,-1.2,-200.4,1,-5,0,0.04375,0
0,-14.33333333,-18.66666667,-0.666666667,-105.3333333,3,3,-11,-0.125,0
0,-10.3,-16.5,2,233.3,0,0,-5,-0.006153846,0
0,4.666666667,-3.166666667,0.666666667,63.5,1,4,-7,0.06025825,1
0,-41.5,-39.75,-3.75,33.25,2,0,-1,0.006756757,0
0,0,0,0,0,0,1,2,0.055555556,1
0.6,16.2,21.6,-0.4,16.8,1,3,0,-0.007786429,0
-0.2,-5.6,-8,-0.6,-35.6,1,2,0,0.063397129,0
0.4,-27.4,-22.2,1,164.2,-1,3,1,-0.028011204,0
-0.083333333,3.833333333,5.916666667,3.166666667,32.91666667,-2,1,-4,0.1003861,0
0.4,-46.8,-43.8,-4,-242.6,3,5,0,0.127777778,0
1,-16.5,-15.5,-1,-81.5,-1,-3,5,-0.030555556,1
0,-9.75,4.75,1.5,176,-5,-6,-14,0.104734577,0
0,64,67.66666667,1.666666667,110.6666667,-5,-1,-2,0.057692308,0
0,30.5,12,-0.5,173.5,-2,-1,-1,0.074074074,0
-0.666666667,3.666666667,-6,-1.666666667,-119,-3,-3,2,0.181512605,1
0,60,64.5,1,238,-4,4,9,0.060784314,1
-1.3,21.3,39.7,0.5,109.9,-5,-4,2,0.086693548,1
0.4,12,1.4,-0.2,-32.2,-2,-4,-7,0.115178571,1
0.2,29.13333333,58.73333333,1.733333333,8.4,5,9,-6,-0.046086957,1
0,14,-77,-4,-613,1,1,11,-0.004524887,1
0.333333333,-26,-21.66666667,1.333333333,-34,-3,-10,11,0.174358974,0
0,-43,-74.5,1,-142,-3,-5,-12,-0.027777778,1
0.4,31.6,36,-1,-132.8,2,2,5,-0.027272727,1
-1,-24.66666667,-64.66666667,-0.333333333,-129.3333333,2,1,1,0.051136364,1
-0.2,-30.66666667,-76.8,0.4,21.73333333,-3,-2,3,0.085714286,1
1,-5,60,-1,244,0,-2,2,-0.041353383,1
0.8,-64.8,-122,-0.8,-117.8,1,1,8,0.033333333,0
0.6,-10.4,-10.8,-0.6,-34.2,0,3,9,0.053349876,1
-0.8,-20.6,-9.6,0.8,60,0,1,3,-0.03030303,0
-0.2,2.4,2.2,1.6,195.6,1,4,0,0.139109698,1
0.35,-36.15,-48.3,0,-10.05,3,3,-6,0.115667075,0
0,12.58333333,13,-0.833333333,-56.16666667,0,-1,-6,-0.01754386,1
-0.25,14.4,18.25,-1.55,-169.2,0,0,4,-0.090843023,0
-1.4,11.4,41.6,1.2,105,2,-3,6,-0.052777778,0
0.2,-27.4,-4.2,0.8,146,-1,4,0,0.046153846,1
0,-26.4,-41.6,-2.6,-180.8,0,-9,-2,-0.019886364,0
0.333333333,-38.5,-41.33333333,0,26,-1,-2,7,-0.047619048,1
0,39.2,32,0.6,-109.2,3,1,-3,-0.093406593,0
0.2,-22,-33.1,0.2,-28.55,-3,-2,15,-0.194148936,0
-0.2,7.6,-10.4,-0.6,-178.8,0,5,-1,-0.011904762,0
0,1,-10.4,-1,-101.2,0,1,4,0.014492754,0
-1.333333333,26.75,39.25,0.916666667,265.0833333,1,2,5,-0.095959596,0
0,-3.6,13,0.2,184.4,-1,0,0,-0.083333333,1
0.2,-7.4,30,0.4,383.4,-2,-3,-1,-0.053846154,0
-0.416666667,-3.916666667,9.166666667,-1.666666667,-114.5,4,6,-11,-0.12543554,1
0.333333333,-17.33333333,-26.66666667,0.666666667,45.33333333,0,4,-1,0.186602871,1
0,-13,21,1,236,-2,1,-5,0.133126935,1
0,-14,-13,0,129,4,8,-7,-0.035714286,1
0,21.5,16,-0.5,-93,-3,-5,6,-0.114942529,1
0.75,-36.55,-96.05,-0.35,-173.05,3,4,-9,0.109243697,1
0.6,5.6,-13.4,-0.6,-72.6,4,3,0,-0.094948265,1
0.25,-3.25,-8,0.25,43.75,-2,4,-1,-0.015673981,1
0,25.8,23.4,-0.4,65,1,-1,-3,0.090975789,0
-0.2,-34.4,-41,1.8,60.1,3,1,0,0.142857143,1
0.2,4.8,42.2,2.6,244.2,-4,0,3,-0.101351351,0
0,14.5,78.5,2,301.5,1,1,-3,-0.08125,0
0.5,18,35.5,1.5,251.5,2,0,-5,0.291925466,1
1,-27,-39,-1,-48,-1,-1,0,0.071428571,1
0,0.5,0.5,2,-39,0,-1,3,0,1
-0.5,-60,-95,0,-206.5,4,-5,-3,-0.115384615,0
-1,21,34,0,96,1,1,5,-0.114285714,0
-0.05,42.15,24.4,0.3,-86.65,5,12,-8,0.085517241,1
0.6,9,-5.8,-2,-201.6,3,0,5,-0.130278527,1
-0.2,26.8,31,-1.2,-38.2,1,0,-8,-0.011784512,1
0.666666667,16.75,28.33333333,0.5,117.8333333,1,0,-6,0.208333333,1
0.4,-10.2,8,-0.8,-47.8,-1,-1,2,0.136363636,0
0.2,-19.6,-23.4,1.6,154.4,-2,1,5,-0.109500805,0
0.4,-4.2,-20,-0.6,-50,-4,6,6,-0.166666667,0
0.2,-19.8,-25,0,34.6,1,-2,0,0.037037037,1
0,13,23,0.6,42.2,3,-1,-1,0.075757576,1
0.5,-15,-17,0.5,62.5,-1,4,-4,0.044444444,1
0,-28,6,2,595,3,1,-13,0.137254902,0
-0.2,-11.8,-35,-2,-253,-1,-2,5,0.096153846,1
0.2,23.8,17,-0.2,-51.2,1,5,-3,0.084815321,1
0,-18.66666667,-24.33333333,0.666666667,240.3333333,0,3,-10,0.099264706,0
-0.166666667,10.5,41.33333333,2,248.1666667,2,3,-2,-0.096590909,0
0.2,-31,-31.5,-0.6,-5.3,-1,0,5,0.011904762,1
0.25,-22.5,-35.5,-0.75,15.5,-1,4,6,0.025,1
1,-15.6,-32.4,-0.4,-151.8,1,1,-6,0.004573171,1
0,-31.66666667,-36.33333333,1,195.6666667,-2,-3,7,-0.007407407,0
0.2,-3.6,-17.66666667,-2.066666667,-123.8666667,2,2,0,-0.085786375,0
0,25.5,39.5,2,115,-3,-2,6,-0.093567251,1
-0.4,-36.4,-50.4,-0.8,-29.8,-2,0,-5,0.14952381,0
0,-19,44,-1,60,-2,-1,9,0.140664962,1
0.6,-2.6,-8,-0.8,-51.4,0,-3,-2,-0.1,1
0.6,-37.8,-54.2,0.6,14.8,-4,-6,1,0.024489796,1
0.6,6.8,14.4,0,174.8,-7,-4,8,-0.005270092,1
0.2,0,1.6,0.8,31,-1,-6,-1,-0.098739496,0
0,24,77,5,427,-2,-2,-1,0.020703934,0
0,-17.4,-23,-0.4,2.4,-2,-6,3,0.099190283,1
0,-6.6,-15,0.8,1.8,-2,-7,1,0.092740047,0
0.2,-16.2,-27.4,2.2,-54.5,0,1,4,0.005087209,0
0,-18,-9,2,329,-3,0,4,0.282352941,0
0,15.5,33.5,3,188.5,-3,-3,-8,0.085714286,1
0,30.25,43.75,0.25,7.5,-3,-7,2,-0.058441558,1
0,39,58,1,39,3,0,0,-0.083333333,0
0,0,0,0,0,-4,-2,5,0.032467532,1
0.2,5.8,0,0.2,38.6,-1,-3,3,-0.182624113,0
-0.466666667,7.2,7.4,-1.8,-59,2,-2,3,-0.051948052,0
0.25,14,19,0,33,0,-3,2,0.035326087,0
0,0,0,0,0,1,4,2,0.130434783,1
0,0,0,0,0,0,-4,-2,0.006410256,1
0,0,0,0,0,0,0,-9,-0.071794872,0
0,0,0,0,0,4,3,2,0,1
0,0,0,0,0,0,-5,-6,0.102173913,1
0,0,0,0,0,-1,1,-9,0.227272727,1
0,0,0,0,0,0,5,4,-0.029411765,0
-0.4,-7.8,12.8,3,137.4,-2,-5,-1,0.040133779,0
0.4,-55.3,-43.4,0.2,49.2,1,-1,-5,-0.02745098,1
0.4,4.2,-10.8,-1.4,-189.2,2,1,1,0.053333333,1
0.666666667,-8,-18,-2.5,-171,-2,2,-5,0.125,1
-0.2,-1.4,-3.8,-1.2,-89,3,6,-1,0.05052879,1
-0.6,-7,13.2,1.8,265.6,-2,-3,2,0.149758454,1
0,-14,-33,0,-118,-3,-3,5,-0.098039216,0
0,-16,-31,1,-41,4,10,-2,-0.081339713,1
0,41,27.5,0.5,120,-1,0,-1,0.115384615,1
0,26.33333333,3.833333333,-2,-348.5,-4,-1,-6,0.032608696,1
0.5,-39,-42,-1,-106.5,1,-2,5,0.01754386,0
-0.4,24.6,39.4,2.2,186.6,-2,-2,2,-0.005347594,1
-0.55,22.05,29.45,1,103.65,-1,-4,0,0.028421053,0
