kd_diff,sig_strike_diff,total_strikes_diff,td_diff,ctrl_time_diff,height_diff,reach_diff,age_diff,winrate_diff,winner
0,8.8,27.45,1.7,106.35,-4,-2,0,0.133333333,1
0,11.2,5.8,-0.2,26.8,-1,1,13,-0.280193237,0
2,11,-8,-1,-44,2,1,-3,0.03,0
0,-24.75,-34.75,-2,-158.75,3,6,4,-0.044444444,0
0.4,-6.6,2.6,1,74,-2,-7,1,-0.103174603,0
-0.2,-1.8,21.8,3,312,1,-3,-9,-0.011494253,0
0.2,7.2,28.2,3.8,299.6,-1,3,-7,0.184615385,1
0,83,92,0,-11.66666667,1,-8,5,-0.223809524,1
-1.8,-59,-32,2.4,213.4,-3,-1,1,0.057692308,1
0.5,11.5,11.5,0,13.5,1,3,-2,0.135714286,1
-0.2,8.8,21,-1.2,57.6,0,4,0,0.014285714,1
0,-10.5,-31,0.5,12,3,1,6,-0.082995951,0
0.6,28.8,73.2,1.4,250.4,1,3,9,-0.149275362,1
0,39.5,42.5,0,4,2,-2,-1,-0.070175439,1
0,-8,-29,1,292,3,5,-8,-0.007936508,1
-1,-9,37.66666667,-2.5,68.33333333,-1,0,-1,-0.05,0
0,15.5,25.8,0,247.8,-1,0,6,-0.06,0
0,11.6,40.2,4.2,481.4,-1,1,0,0.169254658,1
0,-1,0.8,-1,-73.2,0,2,0,-0.00070922,1
0.5,-24,-27,-2,-91.5,0,-4,-2,0.2,1
0.4,-25.2,-27.2,-0.6,-84.2,-2,-1,-3,-0.064827586,1
-0.4,12.6,-7.4,-1.4,-187.4,0,-1,-3,-0.024216524,1
-0.4,-1.4,9,0.6,95.4,5,0,-9,0.082251082,0
0,9.2,-1.6,0.6,-191.4,-4,-3,-8,-0.038647343,0
0.15,-36.3,-51.7,-1.05,-41.45,1,-1,6,0.190789474,1
0,-80,-86,0.4,73.8,3,3,-1,-0.060869565,1
0,3.2,-2,-0.6,9.2,-3,0,3,0.004524887,0
0.25,-4.916666667,-4.666666667,-0.166666667,25.16666667,1,-1,0,-0.05,1
0.3,0.15,-12.55,-1.3,-192.85,-1,1,0,-0.219061166,0
0,10.6,-16.2,-0.4,-81.4,3,4,-3,-0.038888889,1
0.4,-3.6,-11,-0.6,15,-2,-2,9,0,1
-0.133333333,-14.73333333,-9.733333333,1.266666667,111.7333333,-1,-4,5,-0.077310924,1
0,-23,-36,0,-13,2,4,1,0.045714286,1
0,-28.73333333,-4.4,0.4,185.8,0,-1,-3,0.095238095,0
0.5,23.25,-7.25,-0.5,-167.25,-2,-4,-2,0.125,1
0,31.6,0.4,-1.4,-211.6,-3,-4,13,0.036206897,0
0.75,13,2.25,-0.25,1,-1,3,5,-0.045092838,1
0.4,10.2,-2.4,0,29.2,3,4,0,-0.07239819,0
0.2,-11.4,9.2,0,-76.8,0,-2,-7,0.091575092,1
0,-43.5,-19.5,0,100.5,3,1,-1,-0.1325,1
-0.25,-14.5,-31.75,0.75,-10.75,-1,0,-1,0.020703934,1
0,-35.6,-0.2,-0.2,198.8,1,-1,-8,0.232492997,1
0.4,-2.6,-18,-4.2,-237.6,2,0,-4,-0.120448179,0
0,39.3,10.5,-3.2,-346.6,0,2,-1,-0.145933014,0
-0.2,-17.2,-18.4,-1.2,-36.8,2,-2,0,-0.083333333,0
-0.4,-1.8,2.8,0.4,-3,-1,1,1,0.162587413,1
0.666666667,-14.33333333,-25.83333333,0,-25.16666667,1,2,-7,0.133333333,0
-0.25,9.65,1.85,-0.15,-92.1,1,5,3,0.036437247,1
0,-21.5,1,0.5,320,-4,-4,2,0.216666667,0
0,-8.7,1.2,0.55,114.05,-4,-7,10,-0.131868132,0
0,8.2,25.8,0.4,129.8,3,2,-2,0.05,1
0.5,37.5,37,0.333333333,-91.66666667,-1,1,-7,0.229166667,1
0.2,8.6,2,-1.8,-109.8,-3,-4,1,-0.004347826,0
0.4,-8.7,-20.45,-2.25,-283.15,-1,-1,3,-0.131868132,0
0.2,-6.8,-2.8,0,13.8,-2,-6,4,-0.076344086,0
-0.75,5.85,8.1,-0.25,-5.75,-2,0,11,-0.144444444,0
0,30.75,22,0.5,3.25,1,2,6,0.219047619,1
-0.2,-5,28.8,1.6,167.6,3,3,6,-0.006666667,0
0,-17.2,-33.2,0,-18,1,0,3,-0.043843844,1
0.8,-28,51.8,7.8,594,-1,1,-1,0.261904762,1
-0.6,3.4,2.4,0,4.6,-1,-4,-4,-0.104433498,0
0.2,59.6,47,0,5,0,1,0,-0.2375,0
-0.25,-41.75,-51.5,-0.25,-24.5,3,4,-1,0.160784314,1
0,-6,-5.4,0.4,207.4,-2,-3,4,-0.086363636,0
-0.4,31.8,41,0,38,3,7,-2,0.106060606,1
0,2.2,22.8,0.8,52.8,1,1,-2,0.117908788,1
0,0.8,-29.4,-1.2,-100.6,-4,-1,-2,-0.157520325,0
0,28.4,70.6,3.8,219.6,-4,0,0,0.205882353,1
-0.2,-41,-50.8,0.3,-25,0,1,7,-0.055,0
-0.4,12.2,6.8,-0.6,-24.8,-1,-1,2,0.004103967,0
0,13,-29.8,-0.2,-27.8,5,8,-2,0.091304348,1
0.6,15,8.4,-1,29.2,1,3,3,0.013157895,1
0,41.6,19.8,-1.2,-157.8,3,1,1,-0.107023411,0
0,-25,-23.4,0,-100,-1,-3,-5,0.105590062,0
0.2,14.8,30.6,0.6,158.6,0,1,3,-0.228070175,0
0.333333333,10,-10,0.333333333,69,3,3,-3,-0.020833333,0
0,21.8,19.2,-4.4,-307,2,-2,-5,-0.025287356,1
-0.6,-18.13333333,7.133333333,1.8,473.7333333,1,1,2,0.194736842,1
-0.25,21.65,18.85,1.15,102.55,0,1,5,0.122222222,1
0,34,29.2,0.4,45.8,0,-2,7,-0.022727273,0
0.2,-86,-48.4,0.8,204,-3,-3,6,-0.201388889,1
1,-37,-56,-1,-59,-5,-5,2,-0.151515152,0
0.3,-22.4,5.5,-0.8,160.4,1,-1,-3,0.323671498,1
0.2,-30.85,-43.3,2.15,174.35,-2,-3,0,-0.066153846,1
0,-26.6,-23.6,0.6,115.8,-2,1,2,0.05982906,0
0.2,-14.4,-26.8,-0.6,-48.6,-3,-2,1,-0.166666667,0
0,0,0,0,0,1,1,-2,-0.181818182,0
1,-13.4,-38.6,-3.4,-310.2,-1,4,-1,0.077898551,1
0,13.4,9.6,-0.2,-11.8,1,0,2,-0.002525253,0
0.2,11,-37.8,-1.2,-256.6,1,3,2,-0.064137931,0
0,36,14,0,-42,-1,-1,-14,0.134615385,1
-0.333333333,-30.86666667,-33.33333333,-0.666666667,17.26666667,-4,-1,6,0.185758514,1
0.4,6.2,7.6,-2,-75.4,2,-1,1,0.084677419,0
-1.8,-15.8,-7.6,-2,-85.4,-4,-8,8,-0.133333333,0
-0.4,13,40.8,0.8,207.4,-2,0,-4,-0.135897436,0
1,-28,-46,-1,-58,-1,4,7,0.15,1
1,-9,-40,-2,-317,-3,-1,-2,-0.106060606,0
-0.6,5.5,29,4.3,499.2,1,1,-10,0.112299465,1
-0.2,155,166.2,0,-3,3,-1,3,-0.098136646,1
0.4,-51,-95,-1.4,-148.8,1,5,2,-0.088421053,1
-0.8,29.1,25.3,-0.3,-85.3,5,5,1,-0.3,0
0,20.4,27.8,-4.6,-215.6,1,0,2,0.044086022,0
-0.4,30.6,25.6,-0.4,-43.2,-3,-2,5,-0.091954023,1
0,-3.4,-18.8,-3,-119.4,0,0,13,-0.184848485,0
0,13,31,-1.4,-76.6,3,1,1,0.05952381,1
-0.2,-13.4,-20,-0.6,-31.8,3,2,1,-0.106153846,1
0.4,-13.6,-13.8,-0.4,-23.2,-1,-2,-4,0.153343023,1
0,-41.7,-43,-2.6,-64.5,2,0,-3,-0.179487179,1
0,1.2,9.2,0.6,23.4,-4,-6,7,-0.201754386,0
0,21,14,1,-271,4,2,6,-0.1125,0
0,-19.33333333,56.33333333,-1,-35.66666667,2,2,3,0.090497738,0
0,41.8,53.4,-0.2,-39.2,0,3,-1,0.143939394,1
0.3,-32.25,-31.45,0.05,-57.65,0,-1,2,-0.015086207,0
-0.6,0.4,22.4,1,126.6,-1,-3,-2,0.036600496,1
-0.8,91.8,104.6,1,50.4,1,1,6,-0.029453015,1
0,-37.2,-29,0,25.4,3,8,-6,-0.123837209,1
0,-14.5,-17.5,1,71.5,2,-4,-7,0.166666667,0
0.6,8.2,6.4,-1.8,-139.2,1,4,4,0.049853372,0
-0.5,24.9,31.4,-2.7,78.1,1,0,6,-0.106854839,0
-0.8,12.8,21.4,1.2,113.2,-1,2,9,-0.195402299,0
0,20,-1,-2.4,-261,2,3,6,-0.136842105,0
0.333333333,58.33333333,23.66666667,-1,4.333333333,4,3,-8,0.019130435,1
-0.25,2.25,11,1.25,219,-4,-6,-2,-0.026960784,0
0,-18,-45.4,-0.2,-213.6,-2,4,-3,0.18627451,0
1,5.6,6.2,0,73.8,-3,0,0,-0.073529412,0
0,15.8,-9.2,1.4,96.2,2,1,8,0.001818182,1
-0.666666667,-1.4,7.733333333,0.133333333,-16.73333333,-1,2,6,-0.03,1
0.2,34.4,37.2,0.4,-139.2,1,4,9,-0.340686275,0
0.666666667,-17.5,-58.16666667,-1.5,-169.1666667,4,5,1,-0.067460317,0
0,-22.4,1.8,-1.4,18.3,-1,-3,9,-0.127777778,1
0.2,68.4,93.6,1.4,198,-1,-3,5,0.017948718,0
0.4,-27.4,-41.1,-1,-153.3,1,3,3,0.04859335,1
-0.333333333,45.66666667,81,-0.333333333,123.6666667,0,-2,5,-0.015479876,1
0.5,28.5,34,-0.5,41,1,0,5,0.039215686,1
-0.6,-26,-81.6,-0.6,-159.4,2,-2,-4,-0.054285714,1
0.2,3.2,0.2,-0.2,-48.2,3,-1,5,0.074003795,1
0,-68.2,-85,1.6,232.6,-1,0,1,0.16,1
0,-33.85,-80.7,-1.6,-143.05,-2,-5,9,-0.155913978,1
-0.4,74.4,98.4,2,259.6,-2,-2,-5,-0.13430127,1
0.4,40,48.6,-0.4,51.4,-2,-1,-7,0.196153846,1
0,-2.2,12.6,0.6,26,-1,-2,-8,0.149019608,1
0,0,0,0,0,6,9,-1,0.075,0
0.333333333,-28.33333333,-8,5,384.3333333,0,2,-7,0.19047619,1
0.25,-14.5,-20,-0.5,-6.25,0,3,5,0.142857143,1
0,9,8.6,0.4,-44,1,5,-1,0.18245614,1
0,35.2,36.7,-0.8,1.6,0,-1,-6,0.096969697,1
-0.2,20.6,20.2,0.4,-81.8,0,-4,8,-0.0075,1
0.2,-19.2,-7.8,-0.8,-93.2,6,5,7,-0.143375681,0
0,21.2,66.4,3.6,512.8,3,2,-1,-0.041666667,0
0.6,46,-0.4,-2,-48,1,-1,-2,-0.007692308,0
0.2,27.2,9,-2.8,-250.4,5,5,2,-0.077142857,1
-0.4,30.2,73.2,2,284.4,-2,-2,-1,0.055236729,1
-0.6,-43.2,-30.2,-0.2,-41.6,0,0,2,0.022608696,0
0.2,4.8,15.2,0.8,88.2,3,1,-14,0.286549708,1
0,39,40,1,60,-2,-1,-1,0.2,1
0,-78,-65,1,60,0,1,2,0.270833333,1
-0.6,-50.6,-48,0.6,21.8,-3,-3,3,0.056842105,0
0,12.5,24,0.5,-38,-2,3,-1,0.067226891,0
-0.8,86.2,98.3,-3.6,-192.8,2,-1,4,0.0625,1
0.4,-33.6,-33.8,-1.4,-94.8,1,0,-2,-0.05952381,1
-0.2,0.8,-15.4,-2,-161.4,3,3,7,-0.081818182,0
0.083333333,-46.5,-63.25,-0.5,6.25,0,-1,6,0.033799534,1
0,-13.2,-1.2,0.6,88.4,0,3,3,0.098850575,1
0,-6.2,39.6,3.6,201,0,0,5,0.104761905,0
0.35,51.7,32.6,-0.6,-110.15,-2,-2,4,-0.304347826,0
-0.4,-4.4,-7.4,2.8,11.8,-5,-7,5,0.237068966,1
0,6.8,22.2,0.2,-20.2,-1,-4,-8,0.347222222,1
-0.2,-1,-13.8,0.2,-96,1,-5,-1,0.101449275,1
-0.3,-3.3,43.8,1.6,260.25,0,1,10,-0.165865385,0
0,36.2,27,0.6,33.6,0,2,7,0,0
0,-21,-29.8,0,-46.4,1,-2,0,-0.02962963,0
0.266666667,32.93333333,38.6,0.333333333,30.86666667,3,3,-7,0.234767025,1
1.333333333,15.33333333,-11.66666667,1,-349,2,3,4,-0.035714286,0
0,3.066666667,-6.8,-2.733333333,-224.6,4,6,12,-0.191304348,0
0,-13,-19,0,171,2,1,3,-0.32,0
0,0,0,0,0,-1,0,-6,0.132352941,0
-0.2,-32.6,-8.2,1.6,146.8,-1,3,5,-0.037878788,0
0,3.8,-13.4,-1.4,-126,-3,-4,1,0.211904762,1
-0.2,12.2,8.2,2.8,88,-2,-2,5,0.332167832,1
0.5,-4,-4,-1,-52,0,-3,1,0.116666667,1
0,-28.5,-43,-0.5,-29,2,5,3,-0.113636364,0
0,0.5,10.5,0,230.5,1,2,4,-0.007936508,1
0,-16.8,12.6,0.4,120.2,1,1,-4,0.115789474,1
0.4,-28.86666667,-58.53333333,0.2,-54.8,-2,3,-1,-0.129090909,1
0,-8.2,34.4,1,364.6,2,1,-4,-0.024122807,1
0.333333333,-15.66666667,-29.66666667,-0.666666667,-7.666666667,-2,-4,10,-0.375,0
0.2,4.25,-34.35,-2.15,-319.35,-3,-4,8,-0.240853659,0
0.2,-11.8,1.6,1,86.2,0,1,-3,0.005882353,0
0,21.25,28.25,0,65.25,1,2,6,-0.035326087,0
0.2,-24.8,-20.4,1,39,-5,0,0,0.033653846,0
0,-11,0.2,0.4,78.2,-1,-1,9,-0.025641026,0
0,13,25,1,-47,0,-3,3,0.012820513,1
0.4,-9.2,20.4,0.6,228,1,-1,9,-0.069444444,0
0,15.66666667,1.666666667,1.333333333,113.3333333,2,5,6,-0.225,1
0.4,-0.6,-9.666666667,-1.133333333,-89.26666667,1,2,2,-0.182608696,0
0,20.5,36,1,129,-3,-10,-6,0.069230769,1
0,29,47,1,60,3,2,-1,0.133333333,1
0,-144.6,-103.2,0.6,187.4,4,-1,-3,0.094549499,1
-0.8,11.2,28.2,0,24.6,5,1,-7,0.017777778,1
0.933333333,-37.66666667,-40.8,-0.2,-25.33333333,-4,-5,-6,0.116402116,1
0.4,-30.8,-41.6,-1,-108.6,0,-1,-8,-0.025362319,1
0.2,-20.6,-25.4,1.4,-91.2,2,-2,-9,0.038647343,0
0.6,-10.5,-9.3,0,25,0,3,3,-0.093333333,0
0.25,-19,-9.25,0,14.25,1,3,-2,0.006060606,1
0,-41,-34,-1,-134,1,-1,6,-0.075757576,0
0.4,2.4,-12.2,0.4,55,2,5,8,-0.057692308,1
0,37,50,1,49,1,1,-3,0.071895425,1
-0.25,23,16.5,1.25,113.35,-2,-2,-4,0.098901099,1
0.2,18.4,5,-0.4,8.6,0,4,-3,-0.180952381,0
0.6,-1.8,-17.8,1.4,113.8,-2,-4,6,0.041958042,0
0.4,-20.2,-50,-2,-232,0,1,10,-0.031813362,0
0.4,-6.4,-51.2,0.8,31.2,4,3,-3,0.105590062,0
-0.2,-7.8,13.6,-0.6,-3.6,4,5,1,-0.03027027,1
0.6,6,3.8,-0.2,-83.2,-1,-1,0,0.060869565,0
0,-24,-11,0,-51,-1,-6,-11,0,0
0,0,0,0,0,-4,0,0,-0.040935673,0
0,0,0,0,0,3,2,2,-0.052995392,1
0,0,0,0,0,0,1,-2,-0.221590909,0
0,0,0,0,0,-1,-2,-1,-0.133333333,0
-1,0,45.8,1.6,240.9,-3,-4,-3,0.230769231,1
0.5,-0.5,1,1,338,3,8,-4,0.147368421,1
-0.2,38.6,90.6,2.6,405.4,-2,-3,12,0.035714286,0
0.6,-14.2,-21.6,-0.8,-66.4,-2,-2,6,0.114583333,0
0.2,20,19,-0.8,31,-5,-9,1,0.035764376,1
-0.2,25.4,30.6,0.6,53.2,4,5,8,0.061505832,0
0,-7.4,-9,0.8,-20,-3,-6,5,-0.08004779,0
0.2,-3.4,2,1.2,220.4,-2,1,15,-0.055749129,0
0.8,19.4,4.8,0.6,41,5,3,0,-0.132352941,0
0,-15.6,-32.6,-0.2,33.8,-1,-1,1,-0.102678571,1
0,-40.33333333,-26.66666667,-0.333333333,-72,0,-4,-10,0.164285714,1
0.2,0.533333333,-2.8,-1.6,-189.3333333,0,-3,10,-0.131868132,0
-0.2,1.8,2.8,0.2,-53.4,1,7,-4,0.088362069,0
-0.5,24.75,38,0.25,-7.75,-2,-2,-1,0.089230769,1
0.4,-13,-25.8,0.6,-70.6,0,-2,-7,-0.147826087,0
1.5,67.5,62.5,0,12.5,-6,-5,-10,0.214285714,1
0,-5,-9,-1,-45,-3,3,2,-0.227368421,0
0,66.6,58.4,0.2,-74.2,-2,1,5,-0.003968254,1
0.2,29,32.4,-2,-296.6,-4,0,-3,-0.08676307,1
0.333333333,-9.2,-9.266666667,-0.133333333,37.46666667,-1,-3,0,0.013157895,0
0,-11.8,-8.4,0.6,-37.4,1,1,-3,0.134615385,0
-0.6,-48.6,-42.66666667,1.6,128.9333333,1,2,-9,0.142307692,1
0,44.5,38.5,0,36.5,3,-2,4,0.105769231,1
-0.2,12.6,27,0.2,-1.6,3,4,-7,0.055921053,0
0,0,0,0,0,-3,-6,5,0.083333333,1
0,-62,-35,-1,209.5,0,2,2,0.119047619,1
0,-13,44,0,104,-2,-6,3,-0.027777778,1
0,57.5,99,0,42,2,2,-1,0.066153846,1
0.2,-45,-41.4,-0.8,-40.6,-2,1,7,-0.138888889,1
0.2,-2,-2.6,1.4,-0.4,-3,-2,-5,-0.004273504,1
0,-9.333333333,-10.66666667,0.666666667,111.6666667,1,1,3,0.157894737,1
0,-18.8,-19.8,-0.8,-15,-3,-1,1,-0.121212121,1
0.2,-46,-43,-0.2,6.6,-2,-1,-2,-0.008837209,1
-0.266666667,-20.73333333,-16.93333333,0.466666667,46.8,0,-2,1,-0.088888889,0
0.333333333,15.33333333,-30.66666667,-1.666666667,-197.6666667,0,5,4,0.033333333,0
0,9.6,18,0.6,79,-2,-2,-2,0.154385965,0
0.2,-6.2,-74.8,-5.8,-393.6,0,1,3,0.013377926,1
-2,38.6,64,3.6,238,-5,-1,5,0.151515152,1
0.333333333,10,-46,-4.333333333,-685.3333333,1,3,-3,-0.093333333,0
-0.75,0.25,8.25,-0.5,29,0,0,1,0.01061008,0
0,13.75,34.75,1.75,222.5,1,0,0,0.125,1
-0.2,-6.8,-4,-0.4,-76.6,-1,3,9,-0.188043478,0
0.333333333,-51.66666667,-127.8666667,-0.533333333,-252.9333333,1,5,-7,0.160477454,1
0.2,11,2.4,0.2,-57.6,1,1,4,0.108333333,1
-0.466666667,-29.86666667,-30.73333333,-0.266666667,-28.8,-1,-2,2,-0.102006689,0
-0.3,8.1,51.3,1.5,319.1,3,1,3,-0.181818182,0
0,-25,-22.5,-1.5,-172,2,0,-11,0.328431373,1
-0.4,3.2,10.2,0,-16,-1,2,1,0.082706767,1
0.4,-7.2,-18.4,-0.8,-72.8,6,-1,-10,0.114845938,1
-0.1,24.9,26.25,-1.2,-30.55,0,-1,7,-0.022727273,1
0,61.2,110.8,0.8,218.6,1,-2,4,0.027692308,1
0,11.4,22.2,2.2,176.6,0,1,-3,-0.142857143,1
0,0,0,0,0,1,-2,-3,-0.107142857,1
0,53.6,44,0,-5.6,-3,-6,9,0.002683363,1
-0.2,17.8,36.2,-2.6,-394.6,4,2,-5,-0.053061224,0
0.6,4,7.4,0.8,74.4,-2,-4,-3,0.13037037,1
0.2,5.2,8,0,44.4,-1,-9,-1,-0.217391304,0
-0.6,58.6,47,-0.8,-163.2,-1,1,0,-0.083591331,0
0.2,17,22.6,0,27,-1,-1,6,-0.155677656,1
-0.466666667,54,74.46666667,-0.266666667,5.466666667,-3,-4,1,-0.007058824,0
0,-50.6,-36.6,1.2,155.2,1,1,9,-0.061497326,1
-0.2,-8,-12.8,1.2,50.2,-2,1,2,-0.066666667,1
0.4,23.6,9.6,-4.4,-305.8,0,0,7,-0.140151515,1
0,14.2,38,-1.4,-62.2,-2,0,8,0.040650407,0
0,59.5,67.5,6,125.5,0,-1,1,0.030769231,1
0,24.5,9.5,-0.5,-31,-1,-1,11,-0.111888112,0
0,10.5,-7,0,13,-1,-2,-7,0.346153846,1
0,16.6,9.8,-3.2,-67.4,4,8,1,0.066666667,1
0.2,-2.6,0.4,0,-2.8,0,0,2,-0.317460317,0
0.1,-11.6,-14.6,-1.2,-33.7,1,4,-10,-0.119047619,0
0.8,3.5,-1.3,-0.4,-103.4,-2,-1,-9,0.164835165,1
0,-28.6,19.8,-1,-53,5,4,-3,0.111304348,1
0,-20.4,-21.2,-0.6,-107.2,-3,-3,3,0.030360531,1
0,4,0.4,0,-54.8,0,2,4,-0.134615385,0
0.5,45.5,93.5,1,76,3,1,0,0.02991453,1
0,-34.33333333,-40.5,-0.666666667,74.33333333,-4,-10,8,-0.071052632,1
0,29,44,6,458,1,4,-7,0.151515152,1
0,56,61,1,7,-5,-6,4,0.013888889,1
-0.266666667,36.8,35.73333333,0,-18.6,0,1,-2,0.015086207,0
-0.4,-34.8,3.8,1.2,202,-3,0,2,-0.152380952,0
-0.1,17.15,29.2,0.1,23.3,1,1,-3,0.053030303,1
-0.8,0.8,3.6,0.8,54.8,-3,1,10,-0.082150101,0
0,30.4,25.8,-0.8,-219.6,2,3,6,-0.073573574,1
0.2,18.4,21.2,0,-48.6,-4,-1,-2,-0.026455026,0
-0.4,33.2,34.6,-0.6,-59.2,-1,-2,2,0.073529412,0
-0.4,7.133333333,41.46666667,2.533333333,366.4,0,4,-9,0.238636364,1
0,8.866666667,17.8,1.866666667,176.7333333,0,1,5,-0.008097166,1
0.3,9.5,22.9,1.6,100.3,1,0,0,-0.165441176,1
-0.666666667,48,62.33333333,0.2,58.33333333,0,-1,-1,-0.072115385,1
-0.4,0,-8.2,-0.2,-98.4,-1,-3,1,0.206766917,1
-1.4,16.6,-24,-3.6,-354.6,-3,-5,3,-0.073333333,0
0.333333333,34.06666667,20.73333333,-0.133333333,-124.2,4,-1,4,0.066666667,1
-0.6,56.6,71.2,0,-8,2,0,0,-0.010869565,0
0,-54.2,-28,1.6,183.4,2,6,-1,-0.126086957,1
-0.133333333,-5.2,-26.93333333,-1.4,-148,-1,0,4,-0.114705882,0
-0.5,29.58333333,4.166666667,2.916666667,381.8333333,-3,-2,0,0.007894737,1
0,-5.1,33.9,0,224,2,0,-10,0.027472527,1
0,4.4,23.8,1.6,87.8,-4,0,-6,0.139130435,1
-0.133333333,2.866666667,23.6,1.2,71.86666667,-1,-4,1,0.00877193,1
0,-19.8,11,-0.4,-135.4,2,2,-7,0.095238095,1
0,-2.666666667,-18.66666667,-1.333333333,-149.3333333,1,0,3,-0.057692308,0
0,1,-5,2,-22,1,-2,5,-0.006060606,0
0,-17.5,-9,-1,-81.5,-1,2,-10,0.090909091,1
0,58.4,58.8,0,-41.2,3,2,6,-0.17259552,0
-0.4,10.8,19.6,0.6,97,3,-1,1,0.035,0
0,-25.6,-19.8,1,11.6,0,-2,1,0.343434343,1
0,-1.5,-4,0,119,4,1,0,0.047058824,0
-1.2,36,42,0.4,44.6,2,0,2,0.018181818,0
-0.2,29.2,33.2,-0.4,-51.8,-2,1,-1,-0.122807018,0
-0.2,46,16.8,-0.8,-186.4,2,2,6,-0.101293103,0
0.5,-30.3,-80.3,-1.7,-149.2,6,7,-4,-0.064102564,0
0,23.53333333,24.2,0.266666667,68.06666667,1,-1,-7,0.008333333,0
0.2,-11.8,-11,1,103,3,-2,4,-0.146153846,1
0,-14,-21,1,5,-1,2,-3,-0.035714286,1
0.4,15.2,-16.2,-0.8,-73.8,0,4,2,-0.199559795,0
-0.8,37.8,20.6,-0.8,-1.6,1,4,-3,0.050724638,1
0.4,31.2,64.8,2,207.2,-4,-5,1,-0.057142857,0
0.2,-10.4,-6.6,-1.4,186.4,0,2,1,-0.095402299,1
-0.25,-7.75,-12.4,-1.3,-82.15,2,3,2,-0.116666667,0
-0.2,9,5.4,-0.2,-47.8,1,0,4,-0.072413793,1
0.25,44.5,11.5,-2.25,-591,1,0,3,-0.13003096,0
0,20.8,20.4,-1.2,-183.4,-1,-2,3,-0.007569386,0
0,20,0,0,162,-2,1,4,-0.057142857,1
0,27,32,0,12.5,2,-5,2,-0.057142857,1
0.5,-6,-10.75,5.25,258,0,-1,-10,0.363636364,1
0,69,73,0.8,53.2,-2,2,-12,0.175213675,1
0,-3.4,9.8,-1.4,-105.4,1,-2,-7,0.111904762,1
0.4,-4.8,-2,-0.2,34,0,0,11,-0.078181818,0
0.4,-17.6,-25.2,-0.4,-102.6,1,3,3,0.021671827,0
0,-156,-184.4,1.2,-16.8,-2,-2,5,-0.044407895,1
0,-19,-21.2,0.6,-43.4,3,1,0,-0.114130435,0
1,23,51.3,0.2,-18.9,0,-2,-6,0.130952381,1
0,-19.33333333,-35.66666667,-0.25,-59.75,3,3,-2,0.072727273,0
0.5,-13,-29,0,90.5,-3,-1,0,0.16722408,1
0,1.8,-17,1.8,35.2,-2,-1,0,0.199095023,1
1,-25,-49.5,1,206.5,1,2,-9,0.315789474,1
0,3.333333333,25,0.333333333,151.6666667,5,3,11,-0.380952381,0
0,-24,-42.2,-1.2,111,-1,0,-4,-0.029761905,0
0,12.2,7.6,-0.2,-112,6,8,-12,-0.016016016,1
0.1,54.05,43.45,0.5,-37.95,0,-3,3,0.242474916,1
0.4,18.2,16.2,-0.8,86.2,3,4,-3,0.016339869,1
0.166666667,72.66666667,65.16666667,1.666666667,23.83333333,1,3,0,0.266666667,1
0.666666667,2.666666667,10.33333333,0,-6,-1,4,4,-0.150862069,0
0.2,-15.4,-14,0.8,81.2,-4,-7,-5,-0.125374625,1
-0.2,0.4,10.6,-0.2,2.8,-2,-1,-4,0.063636364,1
-0.2,4.4,28.6,0.4,48.4,-1,2,6,0.012121212,0
0,-7,-8,-0.6,-9.6,-1,-2,-3,-0.076190476,0
-0.6,-3.6,2.2,0.6,71.2,-3,-5,15,-0.044444444,1
0,2,2.2,0.2,-24.8,3,3,5,0.016666667,1
0.25,-49.75,-48.75,-1.75,-80.75,0,5,4,-0.055555556,0
0,-32.4,-67.4,0.8,-138.8,-1,1,-1,0.009009009,1
0,37,56,1,55.66666667,4,1,-8,0.166666667,1
0.4,13.46666667,16.26666667,-0.666666667,-87.66666667,0,-5,1,-0.108294931,0
-0.4,-38.4,-35,2.6,108.2,-1,1,-3,0.252723312,1
-0.25,6.85,-39.85,-1,-102,3,1,2,-0.065756824,1
-0.6,-68.2,-75,-0.4,53.2,3,3,3,-0.082125604,1
0,-26.2,-30,-0.4,-32.8,1,2,-3,0.085714286,0
0,1,71,0,62,-2,-5,10,-0.113333333,1
0.5,4.6,6.35,-0.9,-142.4,1,5,-2,0,0
0.8,-54,-36.4,4.6,341.2,-4,0,4,-0.15625,0
0,2,2,0,0,-5,-4,0,0.032467532,1
0.2,36.4,94.2,0.6,185.6,1,0,-1,-0.074131274,1
0.2,11.6,-15.6,1,132.2,-1,-6,-2,0.348837209,1
0.4,-51.6,-62.4,1,35,-1,-3,-2,-0.121428571,0
0.4,17.6,-28.4,-2.2,-306.2,-2,-4,3,-0.035326087,1
-0.2,-5.8,-7.8,-4,-127.8,5,7,1,0.076344086,1
0,-0.4,17.6,-1.6,40,-5,-1,-2,0.060160428,0
0,-16,-22.5,0.5,158.5,-1,1,5,0.179487179,1
0,1.8,10.8,-1,-78,-1,-3,0,-0.041666667,1
-0.333333333,42.46666667,41.53333333,0.6,47.06666667,6,3,-2,-0.131752306,0
0.2,14,25,0,59,-4,-3,-7,0.366666667,1
1.8,32.2,46.6,-1.4,4.4,1,-2,5,-0.010582011,0
0,8.666666667,-9.333333333,1,52.66666667,-1,3,-5,0.184615385,0
-1,38,50.5,0.5,88,-2,-4,-1,-0.125,0
