Date,Weight,Link,Round,Time
"December 13, 2025",Flyweight,http://ufcstats.com/fight-details/a5a81a39ccf9b680,1,3:18
"December 13, 2025",Featherweight,http://ufcstats.com/fight-details/24bb03f0a3415fbe,2,1:29
"December 13, 2025",Middleweight,http://ufcstats.com/fight-details/d000cb692343cdcd,3,5:00
"December 13, 2025",Featherweight,http://ufcstats.com/fight-details/93ca562453f65b8d,1,1:14
"December 13, 2025",Heavyweight,http://ufcstats.com/fight-details/47149f3187661509,3,5:00
"December 13, 2025",Catch Weight,http://ufcstats.com/fight-details/fc4ab243d21b795d,3,5:00
"December 13, 2025",Welterweight,http://ufcstats.com/fight-details/0fca825e14429c1f,1,3:14
"December 13, 2025",Featherweight,http://ufcstats.com/fight-details/225e93ebed9b71b8,3,5:00
"December 13, 2025",Heavyweight,http://ufcstats.com/fight-details/a2523a8565fe4361,2,3:49
"December 13, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/ceb5b0f1f6daddf6,3,5:00
"December 13, 2025",Heavyweight,http://ufcstats.com/fight-details/ac56a1052c4c8f63,3,5:00
"December 13, 2025",Women's Flyweight,http://ufcstats.com/fight-details/71170fb7ade3e1f4,1,2:05
"December 06, 2025",Bantamweight,http://ufcstats.com/fight-details/4a0db214d9721d6e,5,5:00
"December 06, 2025",Flyweight,http://ufcstats.com/fight-details/dfa692db6d39330c,1,0:26
"December 06, 2025",Flyweight,http://ufcstats.com/fight-details/fbbb9e72900b71f5,2,2:24
"December 06, 2025",Bantamweight,http://ufcstats.com/fight-details/1dc29f4c6fcdd356,3,5:00
"December 06, 2025",Light Heavyweight,http://ufcstats.com/fight-details/6d6ab10cbaa45e8c,3,5:00
"December 06, 2025",Lightweight,http://ufcstats.com/fight-details/c797b58d85c840a4,1,2:25
"December 06, 2025",Lightweight,http://ufcstats.com/fight-details/b3d2ac2244e4f791,1,2:30
"December 06, 2025",Women's Flyweight,http://ufcstats.com/fight-details/2417cc7bc1eea75b,3,5:00
"December 06, 2025",Lightweight,http://ufcstats.com/fight-details/10a57b983e59f727,2,4:59
"December 06, 2025",Middleweight,http://ufcstats.com/fight-details/3c683da1924b6c44,3,5:00
"December 06, 2025",Lightweight,http://ufcstats.com/fight-details/7af407397532f7cf,1,2:24
"December 06, 2025",Light Heavyweight,http://ufcstats.com/fight-details/ea660db65bfa998f,1,1:29
"December 06, 2025",Middleweight,http://ufcstats.com/fight-details/964ea1777695851b,1,1:09
"December 06, 2025",Featherweight,http://ufcstats.com/fight-details/40fa4f8b4b93884e,3,0:21
"November 22, 2025",Lightweight,http://ufcstats.com/fight-details/5f5b626e67529056,2,3:34
"November 22, 2025",Welterweight,http://ufcstats.com/fight-details/b2218930b982d9b6,3,5:00
"November 22, 2025",Light Heavyweight,http://ufcstats.com/fight-details/870d374f8d9af65a,1,1:27
"November 22, 2025",Welterweight,http://ufcstats.com/fight-details/8ed609d80e135d94,1,2:46
"November 22, 2025",Heavyweight,http://ufcstats.com/fight-details/e8307c7686c42d8c,1,1:22
"November 22, 2025",Flyweight,http://ufcstats.com/fight-details/00ee51bba08b7a08,3,2:18
"November 22, 2025",Featherweight,http://ufcstats.com/fight-details/5e6a74db89f5410c,2,0:30
"November 22, 2025",Welterweight,http://ufcstats.com/fight-details/c49485cedb878cf0,3,5:00
"November 22, 2025",Flyweight,http://ufcstats.com/fight-details/443f30a4a856584a,3,0:22
"November 22, 2025",Light Heavyweight,http://ufcstats.com/fight-details/f5564a9eeebd4ea0,1,0:33
"November 22, 2025",Bantamweight,http://ufcstats.com/fight-details/6f0231915cc28507,3,5:00
"November 22, 2025",Middleweight,http://ufcstats.com/fight-details/335064c3380e2f10,1,1:26
"November 22, 2025",Lightweight,http://ufcstats.com/fight-details/46f81d5ecd974c1c,3,5:00
"November 22, 2025",Heavyweight,http://ufcstats.com/fight-details/9027e156c6f1988a,3,5:00
"November 15, 2025",Welterweight,http://ufcstats.com/fight-details/856f6ee049373843,5,5:00
"November 15, 2025",Women's Flyweight,http://ufcstats.com/fight-details/7606f6b6c19f2d73,5,5:00
"November 15, 2025",Welterweight,http://ufcstats.com/fight-details/477af74ea3cbba8b,1,3:27
"November 15, 2025",Welterweight,http://ufcstats.com/fight-details/3c60884853766487,2,1:28
"November 15, 2025",Lightweight,http://ufcstats.com/fight-details/9b5f190cd3f5ce16,1,0:16
"November 15, 2025",Middleweight,http://ufcstats.com/fight-details/292b83afa418635f,3,2:24
"November 15, 2025",Middleweight,http://ufcstats.com/fight-details/ebb012c5f3fd0cbb,3,5:00
"November 15, 2025",Women's Flyweight,http://ufcstats.com/fight-details/909cd8633507a0c8,2,4:44
"November 15, 2025",Featherweight,http://ufcstats.com/fight-details/e313286b307334a7,3,5:00
"November 15, 2025",Middleweight,http://ufcstats.com/fight-details/9bbdc2a2ab334541,1,0:50
"November 15, 2025",Featherweight,http://ufcstats.com/fight-details/e3cbd663732f4a98,3,5:00
"November 15, 2025",Women's Strawweight,http://ufcstats.com/fight-details/6c2c6a6e3f4d04db,3,5:00
"November 15, 2025",Middleweight,http://ufcstats.com/fight-details/c037cf1f7b429d5e,3,1:38
"November 15, 2025",Lightweight,http://ufcstats.com/fight-details/1a5378e32e8519ef,3,5:00
"November 08, 2025",Welterweight,http://ufcstats.com/fight-details/4e224ebb6394611d,2,1:40
"November 08, 2025",Flyweight,http://ufcstats.com/fight-details/f7e9bd2d6f81aeae,1,2:54
"November 08, 2025",Welterweight,http://ufcstats.com/fight-details/b23fa678cc65cf5b,1,1:03
"November 08, 2025",Lightweight,http://ufcstats.com/fight-details/20971ed9a842b0cb,2,4:30
"November 08, 2025",Middleweight,http://ufcstats.com/fight-details/ac4343150638b635,2,3:20
"November 08, 2025",Featherweight,http://ufcstats.com/fight-details/e3d657dd88864ba7,3,5:00
"November 08, 2025",Bantamweight,http://ufcstats.com/fight-details/c6d56aad93f98249,3,5:00
"November 08, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/80eae31bc0a94a65,3,5:00
"November 08, 2025",Heavyweight,http://ufcstats.com/fight-details/87dcb3eab20f6ac1,1,0:56
"November 08, 2025",Women's Strawweight,http://ufcstats.com/fight-details/9126633d921afb57,3,5:00
"November 08, 2025",Bantamweight,http://ufcstats.com/fight-details/238c274c90587e21,2,4:23
"November 08, 2025",Catch Weight,http://ufcstats.com/fight-details/84b66bf7fba2d59d,2,1:38
"November 01, 2025",Featherweight,http://ufcstats.com/fight-details/747d922b329b7f30,1,3:34
"November 01, 2025",Heavyweight,http://ufcstats.com/fight-details/9d9390b550d77e06,1,3:59
"November 01, 2025",Welterweight,http://ufcstats.com/fight-details/b0f68344e01884ff,3,5:00
"November 01, 2025",Featherweight,http://ufcstats.com/fight-details/767b78b67c7da17c,1,3:41
"November 01, 2025",Welterweight,http://ufcstats.com/fight-details/71c8ca7442bcb757,3,4:29
"November 01, 2025",Catch Weight,http://ufcstats.com/fight-details/f41c2c82d5117230,2,3:13
"November 01, 2025",Light Heavyweight,http://ufcstats.com/fight-details/f063bcccbbb9edc5,1,3:33
"November 01, 2025",Bantamweight,http://ufcstats.com/fight-details/58f6248da3cdf3ce,3,5:00
"November 01, 2025",Middleweight,http://ufcstats.com/fight-details/c245be6698c1e378,2,1:25
"November 01, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/760150e9951e65fa,3,5:00
"November 01, 2025",Women's Strawweight,http://ufcstats.com/fight-details/32927d50acedb507,3,5:00
"November 01, 2025",Welterweight,http://ufcstats.com/fight-details/e6031b5937294176,3,5:00
"November 01, 2025",Women's Strawweight,http://ufcstats.com/fight-details/7add5901fac6ab82,3,4:36
"October 25, 2025",Heavyweight,http://ufcstats.com/fight-details/6390c8e74630473e,1,4:35
"October 25, 2025",Women's Strawweight,http://ufcstats.com/fight-details/7d3da3c4153717de,5,5:00
"October 25, 2025",Bantamweight,http://ufcstats.com/fight-details/e69f9b4b9cae12a4,3,5:00
"October 25, 2025",Heavyweight,http://ufcstats.com/fight-details/b42a3386a7dccb3d,3,5:00
"October 25, 2025",Light Heavyweight,http://ufcstats.com/fight-details/ef12d2aaaadaf6d0,1,3:11
"October 25, 2025",Lightweight,http://ufcstats.com/fight-details/cb902d73389ed34b,1,2:30
"October 25, 2025",Middleweight,http://ufcstats.com/fight-details/0230a9dd2739add4,3,5:00
"October 25, 2025",Lightweight,http://ufcstats.com/fight-details/e9c034cec33b3479,3,5:00
"October 25, 2025",Heavyweight,http://ufcstats.com/fight-details/f2c2a49fed32bd75,1,1:24
"October 25, 2025",Featherweight,http://ufcstats.com/fight-details/bd7394f07247d9ca,3,5:00
"October 25, 2025",Heavyweight,http://ufcstats.com/fight-details/3fdb4c4b39218cf4,3,5:00
"October 25, 2025",Flyweight,http://ufcstats.com/fight-details/22dd728012944f0a,3,5:00
"October 25, 2025",Women's Strawweight,http://ufcstats.com/fight-details/ef1519c8c1d20977,3,5:00
"October 18, 2025",Middleweight,http://ufcstats.com/fight-details/d61373d9fdf01a12,4,5:00
"October 18, 2025",Welterweight,http://ufcstats.com/fight-details/cdd565a16975c711,3,5:00
"October 18, 2025",Bantamweight,http://ufcstats.com/fight-details/857d274e47aa8c4e,3,5:00
"October 18, 2025",Women's Flyweight,http://ufcstats.com/fight-details/c82acd7b17915591,1,1:14
"October 18, 2025",Bantamweight,http://ufcstats.com/fight-details/a18edcb638ba7e39,1,3:05
"October 18, 2025",Lightweight,http://ufcstats.com/fight-details/3af1bdc5a510bba9,3,5:00
"October 18, 2025",Lightweight,http://ufcstats.com/fight-details/ecdbb3a5216b815e,3,1:16
"October 18, 2025",Bantamweight,http://ufcstats.com/fight-details/970f083af8368f57,1,0:21
"October 18, 2025",Flyweight,http://ufcstats.com/fight-details/668a44403a130043,3,2:15
"October 18, 2025",Middleweight,http://ufcstats.com/fight-details/096e00355c8c84ac,3,5:00
"October 18, 2025",Women's Strawweight,http://ufcstats.com/fight-details/8d9458121f0c4b95,3,2:50
"October 18, 2025",Middleweight,http://ufcstats.com/fight-details/87ac0e5face106b4,3,0:55
"October 18, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/dec301fd5e99ca46,3,4:32
"October 11, 2025",Lightweight,http://ufcstats.com/fight-details/79865287be90e4be,2,2:48
"October 11, 2025",Bantamweight,http://ufcstats.com/fight-details/f295eb2a7b0ba4b7,3,5:00
"October 11, 2025",Welterweight,http://ufcstats.com/fight-details/6188b7fb3f8daacc,3,5:00
"October 11, 2025",Heavyweight,http://ufcstats.com/fight-details/03377f7bf8a2d5ff,2,4:10
"October 11, 2025",Featherweight,http://ufcstats.com/fight-details/2aef1a91d26dde42,1,3:02
"October 11, 2025",Featherweight,http://ufcstats.com/fight-details/cff0abc02974fb4a,1,1:42
"October 11, 2025",Flyweight,http://ufcstats.com/fight-details/766b0b26c40525de,1,4:42
"October 11, 2025",Heavyweight,http://ufcstats.com/fight-details/a815dafc89adf33b,3,0:26
"October 11, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/546f971f9d8e0a33,2,2:14
"October 11, 2025",Flyweight,http://ufcstats.com/fight-details/434abaea90ccd299,3,5:00
"October 11, 2025",Women's Strawweight,http://ufcstats.com/fight-details/c547b3e95bcc5f24,3,2:56
"October 11, 2025",Bantamweight,http://ufcstats.com/fight-details/0f9e7d0d04e24b74,2,3:55
"October 04, 2025",Light Heavyweight,http://ufcstats.com/fight-details/0de1ef0b9f3a79c0,1,1:20
"October 04, 2025",Bantamweight,http://ufcstats.com/fight-details/a8511df8285f5c91,5,5:00
"October 04, 2025",Light Heavyweight,http://ufcstats.com/fight-details/2560ea97b2cce4ef,3,3:04
"October 04, 2025",Featherweight,http://ufcstats.com/fight-details/84ebd144d5e79c88,1,1:38
"October 04, 2025",Middleweight,http://ufcstats.com/fight-details/d006dd2513bd376d,2,1:46
"October 04, 2025",Middleweight,http://ufcstats.com/fight-details/9418ebb3db2a4bae,1,1:41
"October 04, 2025",Catch Weight,http://ufcstats.com/fight-details/7b34aa1eb09b8301,2,0:21
"October 04, 2025",Bantamweight,http://ufcstats.com/fight-details/b09ecdc8ef0f0d20,3,5:00
"October 04, 2025",Middleweight,http://ufcstats.com/fight-details/1c7cc3a22ab7d907,1,4:58
"October 04, 2025",Welterweight,http://ufcstats.com/fight-details/a951090fb402fd20,3,5:00
"October 04, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/8353b491afa7bc32,3,5:00
"October 04, 2025",Bantamweight,http://ufcstats.com/fight-details/e53fd165a3bc1f8e,3,5:00
"October 04, 2025",Welterweight,http://ufcstats.com/fight-details/b98bc1ecb94ef4a5,2,2:24
"October 04, 2025",Women's Flyweight,http://ufcstats.com/fight-details/98883348ddb3be33,3,5:00
"September 27, 2025",Light Heavyweight,http://ufcstats.com/fight-details/a3ee907c77544cde,1,4:27
"September 27, 2025",Light Heavyweight,http://ufcstats.com/fight-details/f5fb8b182020c59d,1,3:19
"September 27, 2025",Featherweight,http://ufcstats.com/fight-details/38248c5d13f273e6,3,5:00
"September 27, 2025",Welterweight,http://ufcstats.com/fight-details/1ff24d5f760e0491,3,3:08
"September 27, 2025",Lightweight,http://ufcstats.com/fight-details/8abad36b4c5e4070,1,4:08
"September 27, 2025",Light Heavyweight,http://ufcstats.com/fight-details/dc31d3260dea7dcf,3,5:00
"September 27, 2025",Middleweight,http://ufcstats.com/fight-details/93a0a19c2c1cfe66,1,2:41
"September 27, 2025",Lightweight,http://ufcstats.com/fight-details/e2dc4fb7b5c0ce76,3,5:00
"September 27, 2025",Bantamweight,http://ufcstats.com/fight-details/81127436605d3c88,3,5:00
"September 27, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/44cd8c9f622e155f,3,5:00
"September 27, 2025",Heavyweight,http://ufcstats.com/fight-details/140937779a2466a7,1,1:55
"September 27, 2025",Women's Strawweight,http://ufcstats.com/fight-details/e35f7504d83b8b07,3,5:00
"September 13, 2025",Featherweight,http://ufcstats.com/fight-details/de1a3734be60e6a1,2,4:48
"September 13, 2025",Bantamweight,http://ufcstats.com/fight-details/944b929130b23c2a,3,5:00
"September 13, 2025",Lightweight,http://ufcstats.com/fight-details/7cbfeba85f86d1bf,3,2:27
"September 13, 2025",Middleweight,http://ufcstats.com/fight-details/114d2f6fcd3f6f00,3,5:00
"September 13, 2025",Lightweight,http://ufcstats.com/fight-details/202c47db69768356,2,3:46
"September 13, 2025",Bantamweight,http://ufcstats.com/fight-details/8a884a7930d75ca9,1,2:48
"September 13, 2025",Middleweight,http://ufcstats.com/fight-details/07a378b257aad5a9,1,4:21
"September 13, 2025",Lightweight,http://ufcstats.com/fight-details/352839a03b428e74,3,5:00
"September 13, 2025",Women's Strawweight,http://ufcstats.com/fight-details/9474f64347aade7a,3,5:00
"September 13, 2025",Flyweight,http://ufcstats.com/fight-details/3dc1a6335d890650,3,5:00
"September 13, 2025",Middleweight,http://ufcstats.com/fight-details/d822ebc7dbc6c259,1,0:51
"September 13, 2025",Flyweight,http://ufcstats.com/fight-details/a1e193425e716b42,3,0:47
"September 13, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/c4a6174b0698652e,3,5:00
"September 13, 2025",Welterweight,http://ufcstats.com/fight-details/3dd2fde7bff79c51,1,4:27
"September 06, 2025",Middleweight,http://ufcstats.com/fight-details/5bcd8abf6da01dae,5,5:00
"September 06, 2025",Lightweight,http://ufcstats.com/fight-details/d14fea43712707f0,2,2:56
"September 06, 2025",Light Heavyweight,http://ufcstats.com/fight-details/0149e875b31e57f8,1,5:00
"September 06, 2025",Lightweight,http://ufcstats.com/fight-details/69b31593175f77ec,2,3:18
"September 06, 2025",Welterweight,http://ufcstats.com/fight-details/a47123ae6e048f11,3,2:02
"September 06, 2025",Featherweight,http://ufcstats.com/fight-details/b53031bf4bd0a330,3,5:00
"September 06, 2025",Light Heavyweight,http://ufcstats.com/fight-details/4080b4310d82b42d,1,4:42
"September 06, 2025",Heavyweight,http://ufcstats.com/fight-details/23dbe713c4294c66,1,2:03
"September 06, 2025",Lightweight,http://ufcstats.com/fight-details/5cd2dd6075fadcce,1,3:21
"September 06, 2025",Welterweight,http://ufcstats.com/fight-details/420211200a35c1d1,1,3:01
"September 06, 2025",Middleweight,http://ufcstats.com/fight-details/b3253e2c2d111030,3,1:43
"September 06, 2025",Welterweight,http://ufcstats.com/fight-details/d56a59a4c79cf515,1,0:54
"September 06, 2025",Women's Strawweight,http://ufcstats.com/fight-details/a38010639e61885c,2,1:58
"August 23, 2025",Light Heavyweight,http://ufcstats.com/fight-details/2eecf0c36192e40c,2,2:37
"August 23, 2025",Catch Weight,http://ufcstats.com/fight-details/58080e8989927500,5,5:00
"August 23, 2025",Heavyweight,http://ufcstats.com/fight-details/5538d15c4eeac3b3,3,5:00
"August 23, 2025",Flyweight,http://ufcstats.com/fight-details/ce6bd165bef82bd7,3,5:00
"August 23, 2025",Welterweight,http://ufcstats.com/fight-details/1452c20d964c0a63,1,3:33
"August 23, 2025",Lightweight,http://ufcstats.com/fight-details/0b1460c666e66d39,3,5:00
"August 23, 2025",Flyweight,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,2,4:35
"August 23, 2025",Lightweight,http://ufcstats.com/fight-details/f55749e32ce5c6f3,3,5:00
"August 23, 2025",Middleweight,http://ufcstats.com/fight-details/130e622d4d2aee3e,1,0:43
"August 23, 2025",Featherweight,http://ufcstats.com/fight-details/f0b7caa90faf47e5,1,0:37
"August 23, 2025",Bantamweight,http://ufcstats.com/fight-details/2f6065fe0804d1d8,3,5:00
"August 23, 2025",Light Heavyweight,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,1,2:45
"August 16, 2025",Middleweight,http://ufcstats.com/fight-details/12cedec11b37ddc0,5,5:00
"August 16, 2025",Featherweight,http://ufcstats.com/fight-details/9fa6a029f7f8241c,1,3:21
"August 16, 2025",Welterweight,http://ufcstats.com/fight-details/42585ce706c086de,1,4:59
"August 16, 2025",Middleweight,http://ufcstats.com/fight-details/9939d7073462e07e,3,5:00
"August 16, 2025",Flyweight,http://ufcstats.com/fight-details/82338ba457fbe87f,2,4:39
"August 16, 2025",Middleweight,http://ufcstats.com/fight-details/5efd13a12be06706,2,2:01
"August 16, 2025",Middleweight,http://ufcstats.com/fight-details/5b880d10b0ed7acc,1,3:03
"August 16, 2025",Women's Strawweight,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,3,5:00
"August 16, 2025",Lightweight,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,1,4:58
"August 16, 2025",Lightweight,http://ufcstats.com/fight-details/bc63f1b2e52f603e,3,5:00
"August 16, 2025",Women's Flyweight,http://ufcstats.com/fight-details/88020d22cf905792,3,5:00
"August 16, 2025",Flyweight,http://ufcstats.com/fight-details/68c423c7119004f3,2,3:04
"August 09, 2025",Middleweight,http://ufcstats.com/fight-details/68fe62bac7fd8bb0,4,2:45
"August 09, 2025",Bantamweight,http://ufcstats.com/fight-details/37d58369782cb86b,3,5:00
"August 09, 2025",Women's Strawweight,http://ufcstats.com/fight-details/646c79a7ecd12e5f,3,5:00
"August 09, 2025",Featherweight,http://ufcstats.com/fight-details/98d6771af9b0ebe5,3,5:00
"August 09, 2025",Bantamweight,http://ufcstats.com/fight-details/ed5383b50ffcdded,3,5:00
"August 09, 2025",Middleweight,http://ufcstats.com/fight-details/75a84211f50c53f5,1,3:53
"August 09, 2025",Light Heavyweight,http://ufcstats.com/fight-details/3d6571790c21527c,3,5:00
"August 09, 2025",Bantamweight,http://ufcstats.com/fight-details/ae7a8f19743e8154,1,4:10
"August 09, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/aef44145740741b3,1,2:24
"August 09, 2025",Welterweight,http://ufcstats.com/fight-details/7d923267c44dd93b,1,1:03
"August 09, 2025",Women's Flyweight,http://ufcstats.com/fight-details/6ef50ed03b116b60,3,5:00
"August 09, 2025",Light Heavyweight,http://ufcstats.com/fight-details/857e8facd8ff7c36,3,5:00
"August 02, 2025",Flyweight,http://ufcstats.com/fight-details/282c8c6c1ed82bfb,2,1:06
"August 02, 2025",Lightweight,http://ufcstats.com/fight-details/426a69e343822ab3,3,5:00
"August 02, 2025",Lightweight,http://ufcstats.com/fight-details/878941394f9e3538,3,5:00
"August 02, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/c62ed8a6002b5360,3,5:00
"August 02, 2025",Welterweight,http://ufcstats.com/fight-details/ac57250e3de89d5d,2,4:39
"August 02, 2025",Featherweight,http://ufcstats.com/fight-details/111e66eb922449e4,3,5:00
"August 02, 2025",Bantamweight,http://ufcstats.com/fight-details/eeeffa7f514e0c0e,1,1:02
"August 02, 2025",Middleweight,http://ufcstats.com/fight-details/45781930d64da456,3,5:00
"August 02, 2025",Middleweight,http://ufcstats.com/fight-details/b3c695728e177fd4,2,1:31
"August 02, 2025",Featherweight,http://ufcstats.com/fight-details/07c2af68b6dbc4ec,1,3:39
"August 02, 2025",Flyweight,http://ufcstats.com/fight-details/b47db03affb279c3,3,5:00
"August 02, 2025",Women's Strawweight,http://ufcstats.com/fight-details/d98d6b2c13557a87,3,5:00
"July 26, 2025",Middleweight,http://ufcstats.com/fight-details/6b8be0ee3e569ad2,5,5:00
"July 26, 2025",Bantamweight,http://ufcstats.com/fight-details/d4d4ee045b0ca695,3,5:00
"July 26, 2025",Middleweight,http://ufcstats.com/fight-details/582d66ce97309e29,3,5:00
"July 26, 2025",Flyweight,http://ufcstats.com/fight-details/887c61da1a78a5e1,3,5:00
"July 26, 2025",Light Heavyweight,http://ufcstats.com/fight-details/77f960d82cda0b76,1,4:18
"July 26, 2025",Bantamweight,http://ufcstats.com/fight-details/e72c691b7c68b03a,3,5:00
"July 26, 2025",Welterweight,http://ufcstats.com/fight-details/7c075e3383198e14,1,0:42
"July 26, 2025",Bantamweight,http://ufcstats.com/fight-details/017a825c7820d12e,3,5:00
"July 26, 2025",Women's Strawweight,http://ufcstats.com/fight-details/3e6067763978d862,2,2:59
"July 26, 2025",Light Heavyweight,http://ufcstats.com/fight-details/f9dac7702609669f,3,5:00
"July 26, 2025",Featherweight,http://ufcstats.com/fight-details/23ddf51ce630028d,2,5:00
"July 26, 2025",Heavyweight,http://ufcstats.com/fight-details/0a598768f5c8d540,3,5:00
"July 19, 2025",Lightweight,http://ufcstats.com/fight-details/d7507e2741fd4d05,5,5:00
"July 19, 2025",Middleweight,http://ufcstats.com/fight-details/23c963be9de38205,3,5:00
"July 19, 2025",Welterweight,http://ufcstats.com/fight-details/5dde61734080ac4a,3,5:00
"July 19, 2025",Featherweight,http://ufcstats.com/fight-details/acc961fd5cf5c62e,3,5:00
"July 19, 2025",Lightweight,http://ufcstats.com/fight-details/a95b03e9b5a91e47,3,5:00
"July 19, 2025",Bantamweight,http://ufcstats.com/fight-details/d2cb92fdf6a497e9,3,5:00
"July 19, 2025",Middleweight,http://ufcstats.com/fight-details/8e1feda9141602f1,3,5:00
"July 19, 2025",Welterweight,http://ufcstats.com/fight-details/df2ed8b509fbdbdc,3,5:00
"July 19, 2025",Middleweight,http://ufcstats.com/fight-details/72e477b41f44e358,1,1:10
"July 19, 2025",Welterweight,http://ufcstats.com/fight-details/37bc72d5d211b189,1,4:06
"July 19, 2025",Light Heavyweight,http://ufcstats.com/fight-details/798652dbea086910,1,4:42
"July 19, 2025",Heavyweight,http://ufcstats.com/fight-details/182ee320edb1b5ed,1,2:47
"July 19, 2025",Middleweight,http://ufcstats.com/fight-details/74099d470e8d2765,1,3:35
"July 19, 2025",Women's Flyweight,http://ufcstats.com/fight-details/a602c68147b752b2,3,1:30
"July 12, 2025",Heavyweight,http://ufcstats.com/fight-details/0adfc21045c02555,1,0:35
"July 12, 2025",Welterweight,http://ufcstats.com/fight-details/2a03bc4c491b4c9a,3,5:00
"July 12, 2025",Featherweight,http://ufcstats.com/fight-details/f368475c366c6d85,3,5:00
"July 12, 2025",Featherweight,http://ufcstats.com/fight-details/4e5d4a36eaaa3a78,3,0:27
"July 12, 2025",Heavyweight,http://ufcstats.com/fight-details/4b75d3b7738cb278,1,4:16
"July 12, 2025",Light Heavyweight,http://ufcstats.com/fight-details/b19bf99c7eb796bc,2,4:25
"July 12, 2025",Welterweight,http://ufcstats.com/fight-details/236f811290163dca,3,5:00
"July 12, 2025",Welterweight,http://ufcstats.com/fight-details/d5e3be7a07c48b08,1,1:09
"July 12, 2025",Women's Flyweight,http://ufcstats.com/fight-details/46bc1338a50cbeac,3,5:00
"July 12, 2025",Heavyweight,http://ufcstats.com/fight-details/5c650ae2193ab1bc,1,0:54
"July 12, 2025",Lightweight,http://ufcstats.com/fight-details/7f33fbdc35afd721,2,4:08
"July 12, 2025",Women's Strawweight,http://ufcstats.com/fight-details/120d66cb0da0f3c3,3,2:36
"June 28, 2025",Lightweight,http://ufcstats.com/fight-details/7a64d63e12618ba7,1,2:27
"June 28, 2025",Flyweight,http://ufcstats.com/fight-details/8308464729ea7c40,3,1:55
"June 28, 2025",Flyweight,http://ufcstats.com/fight-details/f722b96ae6862843,3,5:00
"June 28, 2025",Lightweight,http://ufcstats.com/fight-details/1ea9ad3b6e1cba79,3,5:00
"June 28, 2025",Bantamweight,http://ufcstats.com/fight-details/f6a3c78f15ff26c7,3,5:00
"June 28, 2025",Middleweight,http://ufcstats.com/fight-details/958522de54ccc536,1,4:21
"June 28, 2025",Featherweight,http://ufcstats.com/fight-details/2f523b757f7f33a2,1,0:26
"June 28, 2025",Women's Flyweight,http://ufcstats.com/fight-details/815ff62ca8e217be,3,5:00
"June 28, 2025",Lightweight,http://ufcstats.com/fight-details/d7be78c400e7e0f9,1,0:55
"June 28, 2025",Welterweight,http://ufcstats.com/fight-details/9bff9fe298e63357,2,4:03
"June 28, 2025",Heavyweight,http://ufcstats.com/fight-details/043172689e415438,3,5:00
"June 21, 2025",Light Heavyweight,http://ufcstats.com/fight-details/03bc32bdb5a33496,5,5:00
"June 21, 2025",Lightweight,http://ufcstats.com/fight-details/a1afc16e21d1a807,3,5:00
"June 21, 2025",Heavyweight,http://ufcstats.com/fight-details/8e5744c664fec3e9,3,5:00
"June 21, 2025",Catch Weight,http://ufcstats.com/fight-details/36ec204f47e4d613,1,4:35
"June 21, 2025",Lightweight,http://ufcstats.com/fight-details/7513a00037094075,2,4:17
"June 21, 2025",Featherweight,http://ufcstats.com/fight-details/19764211af05674c,3,5:00
"June 21, 2025",Welterweight,http://ufcstats.com/fight-details/e512b80bbaea36c2,3,5:00
"June 21, 2025",Middleweight,http://ufcstats.com/fight-details/5fcf18bcd2a020f1,3,5:00
"June 21, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/fff3218758c513b8,3,5:00
"June 21, 2025",Women's Bantamweight,http://ufcstats.com/fight-details/2bfc0212f2cae65b,3,5:00
"June 21, 2025",Flyweight,http://ufcstats.com/fight-details/8c140756bf43dcc2,3,5:00
"June 21, 2025",Heavyweight,http://ufcstats.com/fight-details/a12d3a6c8aaf87ca,3,5:00
"June 14, 2025",Welterweight,http://ufcstats.com/fight-details/d75b3d3c2b209b75,5,5:00
"June 14, 2025",Women's Flyweight,http://ufcstats.com/fight-details/79dfbbdd14fbbd11,3,5:00
"June 14, 2025",Middleweight,http://ufcstats.com/fight-details/e5bd7e6e2a50a843,3,5:00
"June 14, 2025",Bantamweight,http://ufcstats.com/fight-details/1714950933f88ab9,3,5:00
"June 14, 2025",Middleweight,http://ufcstats.com/fight-details/08c04f18b0f58d71,3,0:36
"June 14, 2025",Light Heavyweight,http://ufcstats.com/fight-details/ec2034b134ae71cd,3,5:00
"June 14, 2025",Light Heavyweight,http://ufcstats.com/fight-details/13e2ff8b3a122094,1,4:59
"June 14, 2025",Welterweight,http://ufcstats.com/fight-details/e861e9cc0118c670,3,5:00
"June 14, 2025",Bantamweight,http://ufcstats.com/fight-details/f6454f2e508626ec,1,2:37
