fighterid,link
470,http://ufcstats.com/fighter-details/ae81a3ac7b260411
471,http://ufcstats.com/fighter-details/37f560436d745c18
472,http://ufcstats.com/fighter-details/6b56e94a59b7b134
473,http://ufcstats.com/fighter-details/07047eb7d17fb0a2
474,http://ufcstats.com/fighter-details/bd532e9a2b93870c
475,http://ufcstats.com/fighter-details/9f5e3c20ce40b344
476,http://ufcstats.com/fighter-details/da7f113b5ea39c43
477,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
478,http://ufcstats.com/fighter-details/b9437600497350f3
479,http://ufcstats.com/fighter-details/47b63240018d5d86
480,http://ufcstats.com/fighter-details/f29a6350c69f4a33
481,http://ufcstats.com/fighter-details/d8c7c61b176e3994
482,http://ufcstats.com/fighter-details/c58f51dedb310998
483,http://ufcstats.com/fighter-details/523fa774700d7d3f
484,http://ufcstats.com/fighter-details/9c27f3217891f3f0
485,http://ufcstats.com/fighter-details/5c84f673b7bb7c15
486,http://ufcstats.com/fighter-details/1497e735d9f2560a
487,http://ufcstats.com/fighter-details/2c483cf443f38ece
488,http://ufcstats.com/fighter-details/b50a426a33da0012
489,http://ufcstats.com/fighter-details/3253b16d38ae087d
490,http://ufcstats.com/fighter-details/1af1170ed937cba7
491,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c
492,http://ufcstats.com/fighter-details/2558ae2e5671e318
493,http://ufcstats.com/fighter-details/6551c64fbcd1a467
494,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a
495,http://ufcstats.com/fighter-details/57186c150c645200
496,http://ufcstats.com/fighter-details/c739c2995a275314
497,http://ufcstats.com/fighter-details/e2be0c1a9b886d92
498,http://ufcstats.com/fighter-details/001eb2ab0f30e7ea
499,http://ufcstats.com/fighter-details/fa07345cc9db5cc9
500,http://ufcstats.com/fighter-details/e4277e87a789d687
501,http://ufcstats.com/fighter-details/0abcf6bc47191219
502,http://ufcstats.com/fighter-details/a7151778b3381036
503,http://ufcstats.com/fighter-details/ac026518a9b4dc0f
504,http://ufcstats.com/fighter-details/02bb48869eb7ac8f
505,http://ufcstats.com/fighter-details/23024fdfc966410a
506,http://ufcstats.com/fighter-details/94426bb170c88115
507,http://ufcstats.com/fighter-details/49d2a08964c5eb11
508,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a
509,http://ufcstats.com/fighter-details/5eb50529a8418b77
510,http://ufcstats.com/fighter-details/d945aae53e3e54e6
511,http://ufcstats.com/fighter-details/36e78278a77006d4
512,http://ufcstats.com/fighter-details/ac7c765882f2c68c
513,http://ufcstats.com/fighter-details/798e48f9e7f6ba22
514,http://ufcstats.com/fighter-details/a3a542074109b347
515,http://ufcstats.com/fighter-details/d0f3959b4a9747e6
516,http://ufcstats.com/fighter-details/e8b731feff72294b
517,http://ufcstats.com/fighter-details/262d32ebda89efc4
518,http://ufcstats.com/fighter-details/cd13728ae1151f46
519,http://ufcstats.com/fighter-details/12ebd7d157e91701
520,http://ufcstats.com/fighter-details/d008d785f6347dc2
521,http://ufcstats.com/fighter-details/7b433309b0fd12aa
522,http://ufcstats.com/fighter-details/6d1bffff14897645
523,http://ufcstats.com/fighter-details/1a2bf44edb8055b6
524,http://ufcstats.com/fighter-details/18968f97ad34f15c
525,http://ufcstats.com/fighter-details/b96619b3acd7d9da
526,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47
527,http://ufcstats.com/fighter-details/38c7f72747f4f712
528,http://ufcstats.com/fighter-details/96924b0019b3aff1
529,http://ufcstats.com/fighter-details/1a9480fc288e55d7
530,http://ufcstats.com/fighter-details/aa0c573da7119292
531,http://ufcstats.com/fighter-details/38c5817ade8a8014
532,http://ufcstats.com/fighter-details/d4c9dcd330403612
533,http://ufcstats.com/fighter-details/09e62c450e754913
534,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e
535,http://ufcstats.com/fighter-details/5fa2974cbd18e05c
536,http://ufcstats.com/fighter-details/1897b7b913736a7c
537,http://ufcstats.com/fighter-details/3c8a5200436e19f3
538,http://ufcstats.com/fighter-details/9673a497a9da119a
539,http://ufcstats.com/fighter-details/15ea371202eb25e1
540,http://ufcstats.com/fighter-details/af9efbfd63d39734
541,http://ufcstats.com/fighter-details/e1248941344b3288
542,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
543,http://ufcstats.com/fighter-details/7826923b47f8d72a
544,http://ufcstats.com/fighter-details/cbf5e6f231b55443
545,http://ufcstats.com/fighter-details/4682bc59d5f55145
546,http://ufcstats.com/fighter-details/c41d426cc7326d1b
547,http://ufcstats.com/fighter-details/d1941565abf50b16
548,http://ufcstats.com/fighter-details/92a9aa9c93192871
549,http://ufcstats.com/fighter-details/3c26c420584d912d
550,http://ufcstats.com/fighter-details/8173f134396cb971
551,http://ufcstats.com/fighter-details/fbb60f24af5d5a02
552,http://ufcstats.com/fighter-details/d7e40dca3ae125be
553,http://ufcstats.com/fighter-details/efc67b07eed39794
554,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8
555,http://ufcstats.com/fighter-details/f7be1db194e03d7e
556,http://ufcstats.com/fighter-details/5ef94841c4bc3f86
557,http://ufcstats.com/fighter-details/077e3ace32b72be9
558,http://ufcstats.com/fighter-details/fe2babf95de24fb1
559,http://ufcstats.com/fighter-details/37098a6e6c27fb66
560,http://ufcstats.com/fighter-details/f2900678e98f6d6a
561,http://ufcstats.com/fighter-details/c77a953488e5607d
562,http://ufcstats.com/fighter-details/b909a9a9688b5284
563,http://ufcstats.com/fighter-details/fd55393021a8c255
564,http://ufcstats.com/fighter-details/51018a31ddf31eb2
565,http://ufcstats.com/fighter-details/6d38e41efa47a72d
566,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4
567,http://ufcstats.com/fighter-details/5cdf5339728f580d
568,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71
569,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac
570,http://ufcstats.com/fighter-details/42ac4020cba261ad
571,http://ufcstats.com/fighter-details/7772b283d288dbe2
572,http://ufcstats.com/fighter-details/a68575214ecad140
573,http://ufcstats.com/fighter-details/d1053e55f00e53fe
574,http://ufcstats.com/fighter-details/07f959e6596307bb
575,http://ufcstats.com/fighter-details/e8fe9c15d348e778
576,http://ufcstats.com/fighter-details/b1f21ce050035d58
577,http://ufcstats.com/fighter-details/68d35296f566792b
578,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
579,http://ufcstats.com/fighter-details/9e8f6c728eb01124
580,http://ufcstats.com/fighter-details/2f43a3e82661fa99
581,http://ufcstats.com/fighter-details/369ea36e450ae62a
582,http://ufcstats.com/fighter-details/cdb96af67d096b1e
583,http://ufcstats.com/fighter-details/5d495dec23d7c68e
584,http://ufcstats.com/fighter-details/6967153c7edb4d87
585,http://ufcstats.com/fighter-details/d0e1b42d41dab603
586,http://ufcstats.com/fighter-details/05fa626cb33d15b8
587,http://ufcstats.com/fighter-details/6fd953151d981979
588,http://ufcstats.com/fighter-details/7d0a1968b38ca439
589,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
590,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
591,http://ufcstats.com/fighter-details/bbab3baf66128ae2
592,http://ufcstats.com/fighter-details/a817e238b2747404
593,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
594,http://ufcstats.com/fighter-details/0d8011111be000b2
595,http://ufcstats.com/fighter-details/e13abac8089a801a
596,http://ufcstats.com/fighter-details/f2f140ce7532e327
597,http://ufcstats.com/fighter-details/7138a15258dabf20
598,http://ufcstats.com/fighter-details/aebaa8cec15b083d
599,http://ufcstats.com/fighter-details/f782f953bfe7b5f2
600,http://ufcstats.com/fighter-details/dda15dbfafb792df
601,http://ufcstats.com/fighter-details/a72a2a769fa5a2be
602,http://ufcstats.com/fighter-details/1338e2c7480bdf9e
603,http://ufcstats.com/fighter-details/2cd428e9606856fd
604,http://ufcstats.com/fighter-details/38c626ca912c7bac
605,http://ufcstats.com/fighter-details/11583163f45c7b31
606,http://ufcstats.com/fighter-details/f41b9f5efc7162d6
607,http://ufcstats.com/fighter-details/06e4245d16fc5315
608,http://ufcstats.com/fighter-details/a54660deb6a8489c
609,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
610,http://ufcstats.com/fighter-details/b6c37948cb226e8c
611,http://ufcstats.com/fighter-details/a53d30163304aa6e
612,http://ufcstats.com/fighter-details/eae431e70064e046
613,http://ufcstats.com/fighter-details/84f727cf0166d6f2
614,http://ufcstats.com/fighter-details/260bd4cef10b033f
615,http://ufcstats.com/fighter-details/cfc3e7bb44685289
616,http://ufcstats.com/fighter-details/9fe7af8b3fbe00a0
617,http://ufcstats.com/fighter-details/e4faa79383c9f214
618,http://ufcstats.com/fighter-details/6e344b71421103da
619,http://ufcstats.com/fighter-details/6c9b66b43663f2f7
620,http://ufcstats.com/fighter-details/af65aa688d13eedf
621,http://ufcstats.com/fighter-details/dc9572dd6ec74859
622,http://ufcstats.com/fighter-details/d247691a6c0e9034
623,http://ufcstats.com/fighter-details/aa171d55d4b5208f
624,http://ufcstats.com/fighter-details/0232cabbc30a2372
625,http://ufcstats.com/fighter-details/ee18ff42063174df
626,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560
627,http://ufcstats.com/fighter-details/971dba22c622af12
628,http://ufcstats.com/fighter-details/01afe0916a40c7c5
629,http://ufcstats.com/fighter-details/242d36d241b43c12
630,http://ufcstats.com/fighter-details/e93b04e308913c2e
631,http://ufcstats.com/fighter-details/76e2870ffafbe38f
632,http://ufcstats.com/fighter-details/f626118b6da0e020
633,http://ufcstats.com/fighter-details/3a8176e15b9887c1
634,http://ufcstats.com/fighter-details/c47df9303d318c67
635,http://ufcstats.com/fighter-details/32490e80ddab1e5a
636,http://ufcstats.com/fighter-details/8677e67a75d65b8e
637,http://ufcstats.com/fighter-details/296a120cb880477b
638,http://ufcstats.com/fighter-details/3be16d817b36098b
639,http://ufcstats.com/fighter-details/d683f4870742b273
640,http://ufcstats.com/fighter-details/c940b42df95bbd28
641,http://ufcstats.com/fighter-details/17cb6d8e8187f304
642,http://ufcstats.com/fighter-details/07f72a2a7591b409
643,http://ufcstats.com/fighter-details/d28dee5c705991df
644,http://ufcstats.com/fighter-details/93b2b7caa457cbea
645,http://ufcstats.com/fighter-details/f2477cf43c4975cc
646,http://ufcstats.com/fighter-details/29af297d9f1de0f8
647,http://ufcstats.com/fighter-details/9e50097a89442158
648,http://ufcstats.com/fighter-details/f4d92416da98804b
649,http://ufcstats.com/fighter-details/03dee485905dbc9f
650,http://ufcstats.com/fighter-details/4aa58269d0664b5b
651,http://ufcstats.com/fighter-details/bf7ad5628363eec9
652,http://ufcstats.com/fighter-details/6d35bf94f7d30241
653,http://ufcstats.com/fighter-details/89839250eb25c9c1
654,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
655,http://ufcstats.com/fighter-details/6bd02119599741a4
656,http://ufcstats.com/fighter-details/b8a85389d115e35a
657,http://ufcstats.com/fighter-details/c0badf3243907e59
658,http://ufcstats.com/fighter-details/d31a5546c0e9b213
659,http://ufcstats.com/fighter-details/1effd880e1f1bb30
660,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
661,http://ufcstats.com/fighter-details/6a2f7c151031653d
662,http://ufcstats.com/fighter-details/f264ba50b007f39e
663,http://ufcstats.com/fighter-details/60a42bf82447c919
664,http://ufcstats.com/fighter-details/361d49960a196976
665,http://ufcstats.com/fighter-details/1a31ef98efce7a79
666,http://ufcstats.com/fighter-details/4f3064faf17aa711
667,http://ufcstats.com/fighter-details/c742287ed86a09bc
668,http://ufcstats.com/fighter-details/140567899d98978a
669,http://ufcstats.com/fighter-details/c730a0be691dc081
670,http://ufcstats.com/fighter-details/87c0b1c696ddfb43
671,http://ufcstats.com/fighter-details/3351aa64aa83c4d9
672,http://ufcstats.com/fighter-details/e4ba58725825412d
673,http://ufcstats.com/fighter-details/8e6654e9f0461b8f
674,http://ufcstats.com/fighter-details/fc169c387b4b465d
675,http://ufcstats.com/fighter-details/50db8711c70196cd
676,http://ufcstats.com/fighter-details/d910665038efc639
677,http://ufcstats.com/fighter-details/4b47e71384a9522f
678,http://ufcstats.com/fighter-details/74f9448b97bf8bec
679,http://ufcstats.com/fighter-details/37c5366d18ed6c05
680,http://ufcstats.com/fighter-details/8b1ed83b02303075
681,http://ufcstats.com/fighter-details/dc7927cd622676a7
682,http://ufcstats.com/fighter-details/578ef12674df1e6a
683,http://ufcstats.com/fighter-details/40cb680ae1cd331f
684,http://ufcstats.com/fighter-details/0bc697c5936a2d0a
685,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5
686,http://ufcstats.com/fighter-details/641ca2c2ed91b93c
687,http://ufcstats.com/fighter-details/c4d039123e62f6a9
688,http://ufcstats.com/fighter-details/9dedfdd91070ddd8
689,http://ufcstats.com/fighter-details/c62fbc117d57b943
690,http://ufcstats.com/fighter-details/e64b96c07d7ce999
691,http://ufcstats.com/fighter-details/6751eacd16bd59bc
692,http://ufcstats.com/fighter-details/04835018f90b118c
693,http://ufcstats.com/fighter-details/4f140403000158b5
694,http://ufcstats.com/fighter-details/dc07493a87dc0a6e
695,http://ufcstats.com/fighter-details/814ff3018127e8fc
696,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61
697,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
698,http://ufcstats.com/fighter-details/d35f734c56a89103
699,http://ufcstats.com/fighter-details/082eba4cd80f736f
700,http://ufcstats.com/fighter-details/22a92d7f62195791
701,http://ufcstats.com/fighter-details/0112352cb32f5026
702,http://ufcstats.com/fighter-details/040a74bb0a465c54
703,http://ufcstats.com/fighter-details/75353550928a7921
704,http://ufcstats.com/fighter-details/ca36633b80be4a78
705,http://ufcstats.com/fighter-details/9abc648e76c4493a
706,http://ufcstats.com/fighter-details/7be14eaed4c74856
707,http://ufcstats.com/fighter-details/8c169fbe1ac33637
708,http://ufcstats.com/fighter-details/3cf66c62d9069f43
709,http://ufcstats.com/fighter-details/a08ddd04eaffd81d
710,http://ufcstats.com/fighter-details/ca43de99b07b6b40
711,http://ufcstats.com/fighter-details/65db4065e2bc107d
712,http://ufcstats.com/fighter-details/eb70e786bbdf1d16
713,http://ufcstats.com/fighter-details/eb04b9d31e938edb
714,http://ufcstats.com/fighter-details/3738e68d2261e60f
715,http://ufcstats.com/fighter-details/a7897d200692ab64
716,http://ufcstats.com/fighter-details/3a314d9fa7c6825d
717,http://ufcstats.com/fighter-details/7af33fc4435017f1
718,http://ufcstats.com/fighter-details/876f478f796495f7
719,http://ufcstats.com/fighter-details/6e9f40c706f91f32
720,http://ufcstats.com/fighter-details/0a73acff6325c1e2
721,http://ufcstats.com/fighter-details/82d4c957649faf9b
722,http://ufcstats.com/fighter-details/a75a48bfe776b2c2
723,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3
724,http://ufcstats.com/fighter-details/65cdf4ec31143d86
725,http://ufcstats.com/fighter-details/3e708ce33b6b18e6
726,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
727,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
728,http://ufcstats.com/fighter-details/102a8fdf8cbf7467
729,http://ufcstats.com/fighter-details/02f8fedc18cbd26c
730,http://ufcstats.com/fighter-details/7aa3d6964eff4877
731,http://ufcstats.com/fighter-details/94527830000ab715
732,http://ufcstats.com/fighter-details/b4c57a8c2b773e82
733,http://ufcstats.com/fighter-details/b6203e0492a9336c
734,http://ufcstats.com/fighter-details/ec0dcceace7d25a3
735,http://ufcstats.com/fighter-details/436f970c9ea9169c
736,http://ufcstats.com/fighter-details/634e2fb70bde3fd5
737,http://ufcstats.com/fighter-details/de45aaae23dfa392
738,http://ufcstats.com/fighter-details/1d239d571e342453
739,http://ufcstats.com/fighter-details/1291edf2d566a71a
740,http://ufcstats.com/fighter-details/82529ce93cd9a2cf
741,http://ufcstats.com/fighter-details/d4270315cbcf2569
742,http://ufcstats.com/fighter-details/07797f10b9569cfc
743,http://ufcstats.com/fighter-details/009c4420727149ea
744,http://ufcstats.com/fighter-details/e530df53922f413e
745,http://ufcstats.com/fighter-details/6ad8e4296f7522d9
746,http://ufcstats.com/fighter-details/a331233f597090a5
747,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5
748,http://ufcstats.com/fighter-details/e872e9a9a902c045
749,http://ufcstats.com/fighter-details/53c943c873cffe90
750,http://ufcstats.com/fighter-details/b5da8f7d05e85a55
751,http://ufcstats.com/fighter-details/12f91bfa8f1f723b
752,http://ufcstats.com/fighter-details/b4192a975027aab6
753,http://ufcstats.com/fighter-details/49e96ff8ab781589
754,http://ufcstats.com/fighter-details/830f60497fab345a
755,http://ufcstats.com/fighter-details/972c456ff38b2015
756,http://ufcstats.com/fighter-details/597499ac7a5aac62
757,http://ufcstats.com/fighter-details/7debc13b36343605
758,http://ufcstats.com/fighter-details/48812daf291a4e23
759,http://ufcstats.com/fighter-details/31bb0772f21cabd8
760,http://ufcstats.com/fighter-details/2526be54e6a0e62a
761,http://ufcstats.com/fighter-details/21b813b919776d90
762,http://ufcstats.com/fighter-details/ab943cd2c3c17825
763,http://ufcstats.com/fighter-details/7a47e068f8017019
764,http://ufcstats.com/fighter-details/cc7040fe76f0ef91
765,http://ufcstats.com/fighter-details/56f7d7ee06be4aab
766,http://ufcstats.com/fighter-details/9e92e1ca498d7244
767,http://ufcstats.com/fighter-details/7ab478c397cd68ef
768,http://ufcstats.com/fighter-details/ea7e5bc78d9de658
769,http://ufcstats.com/fighter-details/776d4262c4da38bf
770,http://ufcstats.com/fighter-details/5095b0920a3602aa
771,http://ufcstats.com/fighter-details/267f4a6568abe245
772,http://ufcstats.com/fighter-details/f998f5c102250d6e
773,http://ufcstats.com/fighter-details/dee294e9717012c2
774,http://ufcstats.com/fighter-details/547afe1017e72dbe
775,http://ufcstats.com/fighter-details/51c655162e462ceb
776,http://ufcstats.com/fighter-details/5e6294b37bbef029
777,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
778,http://ufcstats.com/fighter-details/0978385b2bd9ef9b
779,http://ufcstats.com/fighter-details/da0995f19b749cfa
780,http://ufcstats.com/fighter-details/32c355b04fc57f3a
781,http://ufcstats.com/fighter-details/46d0a888d87d91ac
782,http://ufcstats.com/fighter-details/d80ee110748171ac
783,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8
784,http://ufcstats.com/fighter-details/8e1f36476ef02a6a
785,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
786,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8
787,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
788,http://ufcstats.com/fighter-details/f6bcbd91b114ff58
789,http://ufcstats.com/fighter-details/725b1abc9a39d873
790,http://ufcstats.com/fighter-details/33efaf2d0941cfcf
791,http://ufcstats.com/fighter-details/92fa1401b7927da3
792,http://ufcstats.com/fighter-details/26e3f3928b1891d9
793,http://ufcstats.com/fighter-details/f3ca6908f78efebe
794,http://ufcstats.com/fighter-details/c21a036b4e012f1c
795,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8
796,http://ufcstats.com/fighter-details/4cd8b03aee1d0138
797,http://ufcstats.com/fighter-details/fd7ab338e4953644
798,http://ufcstats.com/fighter-details/862b0b3375aa4b6e
799,http://ufcstats.com/fighter-details/c451d67c09c55418
800,http://ufcstats.com/fighter-details/f7467152fd9f18a2
801,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
802,http://ufcstats.com/fighter-details/21b5c82c1b89dab1
803,http://ufcstats.com/fighter-details/2c9d00968f818270
804,http://ufcstats.com/fighter-details/d0aaedcf7ccd0b45
805,http://ufcstats.com/fighter-details/6aae253467e8f9ce
806,http://ufcstats.com/fighter-details/0b362247806341e5
807,http://ufcstats.com/fighter-details/da816417a579a0bd
808,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
809,http://ufcstats.com/fighter-details/c2a670b22d2e196f
810,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9
811,http://ufcstats.com/fighter-details/2975297f505e9447
812,http://ufcstats.com/fighter-details/6b7c7460855dbbb9
813,http://ufcstats.com/fighter-details/7832f2f62f04178f
814,http://ufcstats.com/fighter-details/305d73ede05e31ad
815,http://ufcstats.com/fighter-details/cda1099995b46cc2
816,http://ufcstats.com/fighter-details/6e00cfffd54653c4
817,http://ufcstats.com/fighter-details/f8f1ec513bcfef43
818,http://ufcstats.com/fighter-details/914a897455693650
819,http://ufcstats.com/fighter-details/fc6e681bf6658faf
820,http://ufcstats.com/fighter-details/f2925e6db404bf1d
821,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
822,http://ufcstats.com/fighter-details/135d124172a0bea3
823,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7
824,http://ufcstats.com/fighter-details/1788eee370f077b7
825,http://ufcstats.com/fighter-details/55fa6ce3e522c8bb
826,http://ufcstats.com/fighter-details/e7e01e266a9d4342
827,http://ufcstats.com/fighter-details/80fa8218c99f9c58
828,http://ufcstats.com/fighter-details/9ada30894bf04e19
829,http://ufcstats.com/fighter-details/37d752ec41ed84bb
830,http://ufcstats.com/fighter-details/029e1293e609fd74
831,http://ufcstats.com/fighter-details/950d0ef5c17157c5
832,http://ufcstats.com/fighter-details/2c010b26a3306969
833,http://ufcstats.com/fighter-details/e9a3aeb207578eea
834,http://ufcstats.com/fighter-details/036e96c1c12b8a59
835,http://ufcstats.com/fighter-details/8abac218746e04ca
836,http://ufcstats.com/fighter-details/31123249b0bbf52e
837,http://ufcstats.com/fighter-details/01b352b6a9074d5c
838,http://ufcstats.com/fighter-details/a20f234df70f2182
839,http://ufcstats.com/fighter-details/297a2b35444c245b
840,http://ufcstats.com/fighter-details/6c8072b61c276e67
841,http://ufcstats.com/fighter-details/eaa9402e5a7990ad
842,http://ufcstats.com/fighter-details/8d20d76af3f213ce
843,http://ufcstats.com/fighter-details/78f485f851891d68
844,http://ufcstats.com/fighter-details/3b0a516d2921e0d6
845,http://ufcstats.com/fighter-details/4ba8d454f762005d
846,http://ufcstats.com/fighter-details/06f36cf4bd97ec77
847,http://ufcstats.com/fighter-details/f9b200db02b488d9
848,http://ufcstats.com/fighter-details/34c2b3656f88f7ef
849,http://ufcstats.com/fighter-details/47b9e0e7703a4868
850,http://ufcstats.com/fighter-details/98215d037be5bcb7
851,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0
852,http://ufcstats.com/fighter-details/87a1dc546b1c5caf
853,http://ufcstats.com/fighter-details/a0e6753c42698f13
854,http://ufcstats.com/fighter-details/d05412b513b19621
855,http://ufcstats.com/fighter-details/2f13e4020cea5b38
856,http://ufcstats.com/fighter-details/601964f9654f911a
857,http://ufcstats.com/fighter-details/ec23c1be628d8057
858,http://ufcstats.com/fighter-details/b1a3e0aca758b322
859,http://ufcstats.com/fighter-details/c0386644627a7ee5
860,http://ufcstats.com/fighter-details/441eacbe20e0e80b
861,http://ufcstats.com/fighter-details/a2ccf35a88346a91
862,http://ufcstats.com/fighter-details/029afd138865d20a
863,http://ufcstats.com/fighter-details/c878270af633eb11
864,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
865,http://ufcstats.com/fighter-details/2eeaefbfc7f9fcff
866,http://ufcstats.com/fighter-details/5c10da56d712ac9c
867,http://ufcstats.com/fighter-details/4a043165cf47cab2
868,http://ufcstats.com/fighter-details/da4628f173337902
869,http://ufcstats.com/fighter-details/aceffa19749c4dc0
870,http://ufcstats.com/fighter-details/adccbc19b22e19af
871,http://ufcstats.com/fighter-details/7ff97850e8c32bda
872,http://ufcstats.com/fighter-details/140745cbbcb023ac
873,http://ufcstats.com/fighter-details/49ee5024966efc0d
874,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4
875,http://ufcstats.com/fighter-details/4959f10a62f3fec3
876,http://ufcstats.com/fighter-details/50a28b9f8314e008
877,http://ufcstats.com/fighter-details/2f6a993c7f547c13
878,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
879,http://ufcstats.com/fighter-details/01fed6f61ebea01f
880,http://ufcstats.com/fighter-details/ce632027bf2a871b
881,http://ufcstats.com/fighter-details/84512339473dd300
882,http://ufcstats.com/fighter-details/df1eb4354d18a906
883,http://ufcstats.com/fighter-details/2804ce8dadab5770
884,http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
885,http://ufcstats.com/fighter-details/f2688492b9a525a3
886,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4
887,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
888,http://ufcstats.com/fighter-details/5bf31a46becc1204
889,http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
890,http://ufcstats.com/fighter-details/34e516ab361afb1c
891,http://ufcstats.com/fighter-details/568bbad0eaced57c
892,http://ufcstats.com/fighter-details/773f7feacf96153e
893,http://ufcstats.com/fighter-details/1a54231796e24a3f
894,http://ufcstats.com/fighter-details/760a55d5b6098cbe
895,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906
896,http://ufcstats.com/fighter-details/2b68d9f125d07b42
897,http://ufcstats.com/fighter-details/b15862fcd6ded451
898,http://ufcstats.com/fighter-details/69888118d968ba52
899,http://ufcstats.com/fighter-details/c849740a3ff51931
900,http://ufcstats.com/fighter-details/684d3aee255a3d09
901,http://ufcstats.com/fighter-details/67f272324a030d00
902,http://ufcstats.com/fighter-details/cc351e408bbb7d43
903,http://ufcstats.com/fighter-details/12585614e0ed2626
904,http://ufcstats.com/fighter-details/0641c21bec209472
905,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
906,http://ufcstats.com/fighter-details/98c23cb6da5b3352
907,http://ufcstats.com/fighter-details/5580771f383e141f
908,http://ufcstats.com/fighter-details/4e06913c91da5200
909,http://ufcstats.com/fighter-details/325ad0dd9126d3df
910,http://ufcstats.com/fighter-details/70fa1c64a2c439ef
911,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2
912,http://ufcstats.com/fighter-details/87e2468b986ebb79
913,http://ufcstats.com/fighter-details/8355922d564b152c
914,http://ufcstats.com/fighter-details/a7e3f02fe2b2fe30
915,http://ufcstats.com/fighter-details/326a001926ffb7ec
916,http://ufcstats.com/fighter-details/77d7295d1b22c694
917,http://ufcstats.com/fighter-details/b4537562f88ac582
918,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
919,http://ufcstats.com/fighter-details/fdbefee0827e1567
920,http://ufcstats.com/fighter-details/f703250471acaf96
921,http://ufcstats.com/fighter-details/9c65736747ca92ec
922,http://ufcstats.com/fighter-details/12e0fdc606f7e274
923,http://ufcstats.com/fighter-details/cdadae5363b66eef
924,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97
925,http://ufcstats.com/fighter-details/d343df8ba11f4c4e
926,http://ufcstats.com/fighter-details/318572f6f74b760d
927,http://ufcstats.com/fighter-details/5f3805dda9661cba
928,http://ufcstats.com/fighter-details/dea070ed4a2a8281
929,http://ufcstats.com/fighter-details/d156513a19acf856
930,http://ufcstats.com/fighter-details/7559395ad833c074
931,http://ufcstats.com/fighter-details/3c6976f8182d9527
932,http://ufcstats.com/fighter-details/40093d1d2d78394e
933,http://ufcstats.com/fighter-details/6f7c616b98e18c29
934,http://ufcstats.com/fighter-details/98d961097baaf308
935,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
936,http://ufcstats.com/fighter-details/d7338bcb141abd2c
937,http://ufcstats.com/fighter-details/5f179af5fffeb9f6
938,http://ufcstats.com/fighter-details/37d5b176d438d2a5
939,http://ufcstats.com/fighter-details/1d00756835ca67c9
940,http://ufcstats.com/fighter-details/65578a75fa7900e3
941,http://ufcstats.com/fighter-details/f72465a784c1b084
942,http://ufcstats.com/fighter-details/c9a94278df042f46
943,http://ufcstats.com/fighter-details/82b4e942781b1046
